,id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,latitude,longitude,country,city
1836,2034,weFIREcommunity,,followers,/home/usnish/twitter_ypcdn/img/2161228154.jpg,0.0643,2,1942,triangle-down,ncdaction.dat,311,2161228154,0.1601,142,0.6247,123.975,Indonesia,
1837,2264,NourSharara,,followers,/home/usnish/twitter_ypcdn/img/294188402.jpg,0.1869,4,766,triangle-down,ncdaction.dat,214,294188402,0.2794,579,14.4974,-14.4524,Senegal,
1839,371,charlesmasaki,,followers,/home/usnish/twitter_ypcdn/img/294769506.jpg,0.1911,3,231,triangle-down,ncdaction.dat,157,294769506,0.6797,125,51.752,-1.2577,United Kingdom,Oxford
1840,797,EloiseJohnston,,followers,/home/usnish/twitter_ypcdn/img/308408192.jpg,0.2989,13,2127,triangle-down,ncdaction.dat,435,308408192,0.2045,716,51.5074,-0.1278,United Kingdom,London
1841,10,SmartGlblHealth,,followers,/home/usnish/twitter_ypcdn/img/62572984.jpg,0.3061,477,787,triangle-up,ncdaction.dat,15582,62572984,19.7992,5825,38.9072,-77.0369,United States,Washington
1845,1341,BioMmedicine,,followers,/home/usnish/twitter_ypcdn/img/2199817219.jpg,0.193,11,1986,triangle-down,ncdaction.dat,570,2199817219,0.287,285,37.0902,-95.7129,United States,
1851,906,Tools4theWorld,,followers,/home/usnish/twitter_ypcdn/img/109959754.jpg,0.1639,1,116,triangle-down,ncdaction.dat,61,109959754,0.5259,107,31.7621,-95.6308,United States,Palestine
1852,587,VivicaKraak,,followers,/home/usnish/twitter_ypcdn/img/911818759.jpg,0.4814,35,380,triangle-up,ncdaction.dat,727,911818759,1.9132,5211,37.2296,-80.4139,United States,Blacksburg
1853,744,PendseyTrust,,followers,/home/usnish/twitter_ypcdn/img/1227260126.jpg,0.2587,23,2022,triangle-down,ncdaction.dat,889,1227260126,0.4397,2247,38.5797,-121.4883,United States,Sacramento
1854,215,cwmoscetti,,followers,/home/usnish/twitter_ypcdn/img/89488044.jpg,1.0443,99,2144,triangle-down,ncdaction.dat,948,89488044,0.4422,2299,44.9778,-93.265,United States,Minneapolis
1855,1844,DanielCr0we,,followers,/home/usnish/twitter_ypcdn/img/2703981768.jpg,0.0,0,179,triangle-down,ncdaction.dat,26,2703981768,0.1453,16,-37.8136,144.9631,Australia,
1856,2094,PeremiquelPaula,,followers,/home/usnish/twitter_ypcdn/img/1470104586.jpg,0.3612,16,1028,triangle-down,ncdaction.dat,443,1470104586,0.4309,3076,41.3851,2.1734,Spain,Barcelona
1857,964,RaewynMutch,,followers,/home/usnish/twitter_ypcdn/img/469913541.jpg,0.6203,41,1867,triangle-down,ncdaction.dat,661,469913541,0.354,6020,38.9911,-77.0261,United States,Silver Spring
1858,1190,gyusunglee,,followers,/home/usnish/twitter_ypcdn/img/245266958.jpg,0.0,0,12,triangle-down,ncdaction.dat,8,245266958,0.6667,0,-37.8136,144.9631,Australia,
1859,3553,OpangaY88,,followers,/home/usnish/twitter_ypcdn/img/3357292185.jpg,0.2326,1,257,triangle-down,ncdaction.dat,43,3357292185,0.1673,146,-0.0236,37.9062,Kenya,
1860,4007,Josianne_Galea,,followers,/home/usnish/twitter_ypcdn/img/185565355.jpg,0.1685,3,191,triangle-down,ncdaction.dat,178,185565355,0.9319,197,51.5074,-0.1278,United Kingdom,London
1861,2040,CureStrategy,,followers,/home/usnish/twitter_ypcdn/img/2436068851.jpg,0.3339,19,1513,triangle-down,ncdaction.dat,569,2436068851,0.3761,495,38.9072,-77.0369,United States,Washington
1862,3823,DoctusProject,,followers,/home/usnish/twitter_ypcdn/img/2670999594.jpg,0.2041,5,883,triangle-down,ncdaction.dat,245,2670999594,0.2775,108,-37.8136,144.9631,Australia,
1863,1724,stephentang,,followers,/home/usnish/twitter_ypcdn/img/28083913.jpg,0.3704,26,1498,triangle-down,ncdaction.dat,702,28083913,0.4686,3239,-35.2809,149.13,Australia,Canberra
1864,517,MarinAdrianopol,,followers,/home/usnish/twitter_ypcdn/img/53386185.jpg,0.0,0,699,triangle-down,ncdaction.dat,191,53386185,0.2732,983,4.8594,31.5712,South Sudan,Juba
1865,968,jon_hobday,,followers,/home/usnish/twitter_ypcdn/img/928343617.jpg,0.1961,8,817,triangle-down,ncdaction.dat,408,928343617,0.4994,312,53.4808,-2.2426,United Kingdom,Manchester
1866,3497,tHeMaVriKc,,followers,/home/usnish/twitter_ypcdn/img/376093496.jpg,0.2263,11,573,triangle-down,ncdaction.dat,486,376093496,0.8482,13028,0.3476,32.5825,Uganda,Kampala
1868,3623,GodfreyRurangwa,,followers,/home/usnish/twitter_ypcdn/img/2731462617.jpg,0.0,0,158,triangle-down,ncdaction.dat,8,2731462617,0.0506,1,-1.9706,30.1044,Rwanda,Kigali
1869,4197,MichelS79007432,,followers,/home/usnish/twitter_ypcdn/img/862552916132995072.jpg,0.0654,1,1624,triangle-down,ncdaction.dat,153,862552916132995072,0.0942,18,51.5074,-0.1278,United Kingdom,London
1871,3711,CompanhiaFitnes,,followers,/home/usnish/twitter_ypcdn/img/791452254289231872.jpg,0.0412,2,5000,triangle-down,ncdaction.dat,486,791452254289231872,0.0972,934,-8.0476,-34.877,Brazil,
1872,257,healthcure_us,,followers,/home/usnish/twitter_ypcdn/img/446350847.jpg,0.0,0,545,triangle-down,ncdaction.dat,172,446350847,0.3156,60,54.526,-105.2551,,
1873,3225,DCPThree,,followers,/home/usnish/twitter_ypcdn/img/858292867.png,0.5856,52,455,triangle-up,ncdaction.dat,888,858292867,1.9516,1322,47.6062,-122.3321,United States,Seattle
1874,4293,sumitmazumdar,,followers,/home/usnish/twitter_ypcdn/img/53932416.jpg,0.1734,6,1013,triangle-down,ncdaction.dat,346,53932416,0.3416,1155,22.5726,88.3639,India,Kolkata
1878,1288,Nicosia1Sergio,,followers,/home/usnish/twitter_ypcdn/img/2213879684.jpg,0.1015,2,2019,triangle-down,ncdaction.dat,197,2213879684,0.0976,2034,37.5079,15.083,Italy,Catania
1879,172,woollyschools,,followers,/home/usnish/twitter_ypcdn/img/336026102.png,0.22699999999999998,21,1937,triangle-down,ncdaction.dat,925,336026102,0.4775,1506,39.9695,-83.0033,United States,Columbus
1880,3569,iaeapact,,followers,/home/usnish/twitter_ypcdn/img/52531817.jpg,0.5699,44,186,triangle-up,ncdaction.dat,772,52531817,4.1505,299,48.2082,16.3738,Austria,Vienna
1881,214,abeals,,followers,/home/usnish/twitter_ypcdn/img/18642858.jpg,0.7311,31,561,triangle-down,ncdaction.dat,424,18642858,0.7558,3176,42.4154,-71.1565,United States,Arlington
1885,2624,severinalem,,followers,/home/usnish/twitter_ypcdn/img/2467673020.jpg,0.3634,29,1402,triangle-down,ncdaction.dat,798,2467673020,0.5692,2529,0.6125,37.5321,Kenya,
1886,2297,MSuppli,,followers,/home/usnish/twitter_ypcdn/img/2186315633.jpg,1.3656,31,291,triangle-down,ncdaction.dat,227,2186315633,0.7801,1569,56.2639,9.5018,Denmark,
1889,3039,MetteMunchow,,followers,/home/usnish/twitter_ypcdn/img/725292171264430081.jpg,0.1064,1,408,triangle-down,ncdaction.dat,94,725292171264430081,0.2304,85,55.6761,12.5683,Denmark,Copenhagen
1890,1813,CalvinKe,,followers,/home/usnish/twitter_ypcdn/img/21124173.jpg,0.5578,14,996,triangle-down,ncdaction.dat,251,21124173,0.252,216,43.6532,-79.3832,Canada,Toronto
1893,2085,IronCubeEyed,,followers,/home/usnish/twitter_ypcdn/img/351091954.jpg,0.0,0,342,triangle-down,ncdaction.dat,77,351091954,0.2251,63,23.8103,90.4125,Bangladesh,Dhaka
1895,3532,RhondaWitwer,,followers,/home/usnish/twitter_ypcdn/img/3104045473.jpg,0.1856,9,1444,triangle-down,ncdaction.dat,485,3104045473,0.3359,1140,40.6368,-74.9099,United States,Clinton
1896,1483,nataliemolino,,followers,/home/usnish/twitter_ypcdn/img/2369858179.jpg,0.1471,1,180,triangle-down,ncdaction.dat,68,2369858179,0.3778,33,-37.8136,144.9631,Australia,
1897,1662,patrickjbwalker,,followers,/home/usnish/twitter_ypcdn/img/2467609860.jpg,0.0,0,129,triangle-down,ncdaction.dat,54,2467609860,0.4186,103,-37.8136,144.9631,Australia,
1898,3697,YeseniaOrifiel,,followers,/home/usnish/twitter_ypcdn/img/294976287.jpg,0.0,0,441,triangle-down,ncdaction.dat,94,294976287,0.2132,488,-12.0464,-77.0428,Peru,
1899,2791,LeAnnaJCarey,,followers,/home/usnish/twitter_ypcdn/img/23717397.jpg,0.9741,516,4183,triangle-up,ncdaction.dat,5297,23717397,1.2663,31698,26.7056,-80.0364,United States,Palm Beach
1900,685,PrimaryCare4um,,followers,/home/usnish/twitter_ypcdn/img/164835748.jpg,0.43700000000000006,77,938,triangle-up,ncdaction.dat,1762,164835748,1.8785,2198,52.0907,5.1214,Netherlands,Utrecht
1906,476,ASaidKanya,,followers,/home/usnish/twitter_ypcdn/img/293719702.jpg,0.2349,14,1582,triangle-down,ncdaction.dat,596,293719702,0.3767,1075,9.082,8.6753,Nigeria,
1908,2232,Gabrieladelu,,followers,/home/usnish/twitter_ypcdn/img/2458283324.jpg,0.3687,8,584,triangle-down,ncdaction.dat,217,2458283324,0.3716,114,40.7128,-74.0059,United States,New York
1910,715,EngageAfricaFdt,,followers,/home/usnish/twitter_ypcdn/img/580879585.png,0.8385,27,257,triangle-up,ncdaction.dat,322,580879585,1.2529,1192,35.9813,-115.098,United States,Henderson
1911,3242,Val_Aziz4,,followers,/home/usnish/twitter_ypcdn/img/421823028.jpg,0.3478,8,1317,triangle-down,ncdaction.dat,230,421823028,0.1746,724,46.2382,-63.1311,Canada,Charlottetown
1912,3617,UAEM_Maastricht,,followers,/home/usnish/twitter_ypcdn/img/2850431789.png,0.3401,5,315,triangle-down,ncdaction.dat,147,2850431789,0.4667,169,50.8514,5.691,Netherlands,Maastricht
1914,3632,ade_diode,,followers,/home/usnish/twitter_ypcdn/img/3153733299.jpg,1.2121,8,467,triangle-down,ncdaction.dat,66,3153733299,0.1413,141,42.3601,-71.0589,United States,Boston
1915,1078,abbycapobianco,,followers,/home/usnish/twitter_ypcdn/img/818804952.jpg,0.3109,6,325,triangle-down,ncdaction.dat,193,818804952,0.5938,407,38.9072,-77.0369,United States,Washington
1916,71,GlobalHlthUNSW,,followers,/home/usnish/twitter_ypcdn/img/57192023.jpg,0.5027,85,1910,triangle-down,ncdaction.dat,1691,57192023,0.8853,506,-33.9173,151.2313,Australia,Sydney
1917,1822,AMJPublicHealth,,followers,/home/usnish/twitter_ypcdn/img/1304287518.jpg,0.3946,202,360,triangle-up,ncdaction.dat,5119,1304287518,14.2194,2115,38.9072,-77.0369,United States,Washington
1919,681,collectivehlth,,followers,/home/usnish/twitter_ypcdn/img/500191626.jpg,0.5013,40,1127,triangle-down,ncdaction.dat,798,500191626,0.7081,758,41.7637,-72.6851,United States,Hartford
1920,3152,ravdeep003,,followers,/home/usnish/twitter_ypcdn/img/109826391.jpg,0.3817,10,502,triangle-down,ncdaction.dat,262,109826391,0.5219,1277,37.3382,-121.8863,United States,San Jose
1922,3593,WCMPGLASGOW,,followers,/home/usnish/twitter_ypcdn/img/160526873.jpg,0.2788,45,1890,triangle-down,ncdaction.dat,1614,160526873,0.8540000000000001,4502,55.8642,-4.2518,United Kingdom,Glasgow
1923,480,GaryJFooks,,followers,/home/usnish/twitter_ypcdn/img/759575113.jpg,0.19399999999999998,9,471,triangle-down,ncdaction.dat,464,759575113,0.9851,2196,52.496,-1.8853,United Kingdom,
1925,120,WDD,,followers,/home/usnish/twitter_ypcdn/img/15179874.png,0.1347,820,449,triangle-up,ncdaction.dat,60858,15179874,135.5412,10633,50.8503,4.3517,Belgium,
1926,523,jazkda,,followers,/home/usnish/twitter_ypcdn/img/25767051.jpg,0.3341,15,803,triangle-down,ncdaction.dat,449,25767051,0.5592,356,-32.9283,151.7817,Australia,
1927,2812,LalcecArgentina,,followers,/home/usnish/twitter_ypcdn/img/150338421.jpg,0.031,34,3195,triangle-up,ncdaction.dat,10961,150338421,3.4307,4987,-34.6037,-58.3816,Argentina,Buenos Aires
1928,2074,neri_patricia,,followers,/home/usnish/twitter_ypcdn/img/264493317.jpg,0.40399999999999997,4,711,triangle-down,ncdaction.dat,99,264493317,0.1392,751,34.0601,-118.2969,United States,Los Angeles
1930,3222,YGHNToronto,,followers,/home/usnish/twitter_ypcdn/img/707709248843677697.jpg,1.1321,6,223,triangle-down,ncdaction.dat,53,707709248843677697,0.2377,43,43.6532,-79.3832,Canada,Toronto
1932,3920,JRoitenberg,,followers,/home/usnish/twitter_ypcdn/img/2988559094.jpg,0.1757,27,3961,triangle-down,ncdaction.dat,1537,2988559094,0.38799999999999996,514,38.2884,-85.6258,United States,Thornhill
1933,3523,DianeFresquez,,followers,/home/usnish/twitter_ypcdn/img/427354643.jpg,0.5487,98,4994,triangle-down,ncdaction.dat,1786,427354643,0.3576,2426,50.8636,4.4826,Belgium,Zaventem
1934,2298,ForeverMauryne,,followers,/home/usnish/twitter_ypcdn/img/264135774.jpg,0.0533,2,917,triangle-down,ncdaction.dat,375,264135774,0.4089,2087,-1.2921,36.8219,Kenya,Nairobi
1935,1445,chiefmaven,,followers,/home/usnish/twitter_ypcdn/img/6816692.jpg,1.1828,374,827,triangle-up,ncdaction.dat,3162,6816692,3.8235,11870,27.3364,-82.5307,United States,Sarasota
1936,868,janehardey,,followers,/home/usnish/twitter_ypcdn/img/50840619.jpg,0.1176,1,296,triangle-down,ncdaction.dat,85,50840619,0.2872,104,40.7128,-74.0059,United States,New York
1937,233,nadinesun,,followers,/home/usnish/twitter_ypcdn/img/41061552.jpg,0.6151,105,1289,triangle-up,ncdaction.dat,1707,41061552,1.3243,2102,-1.2921,36.8219,Kenya,Nairobi
1939,3536,hanclewis,,followers,/home/usnish/twitter_ypcdn/img/498262055.jpg,0.2717,5,222,triangle-down,ncdaction.dat,184,498262055,0.8288,303,-37.8136,144.9631,Australia,
1940,2848,SEATCA_Org,,followers,/home/usnish/twitter_ypcdn/img/3534713654.jpg,0.0,0,199,triangle-up,ncdaction.dat,320,3534713654,1.608,1594,13.7563,100.5018,Thailand,Bangkok
1941,1940,gumbo_amando,,followers,/home/usnish/twitter_ypcdn/img/1053539486.jpg,0.5128,46,1393,triangle-down,ncdaction.dat,897,1053539486,0.6439,7566,39.9526,-75.1652,United States,Philadelphia
1942,3513,Dimples79,,followers,/home/usnish/twitter_ypcdn/img/21327972.jpg,0.1124,4,916,triangle-down,ncdaction.dat,356,21327972,0.3886,3538,52.1307,-3.7837,United Kingdom,
1944,3234,HeimataHerman,,followers,/home/usnish/twitter_ypcdn/img/752672952513015809.png,0.0,0,47,triangle-down,ncdaction.dat,2,752672952513015809,0.0426,0,-36.8485,174.7633,New Zealand,Auckland
1945,1360,RookeLisa,,followers,/home/usnish/twitter_ypcdn/img/1545026851.jpg,0.7439,52,1740,triangle-down,ncdaction.dat,699,1545026851,0.4017,4344,-31.9505,115.8605,Australia,
1946,831,maureenshaffer,,followers,/home/usnish/twitter_ypcdn/img/16221395.png,0.8226,77,1493,triangle-down,ncdaction.dat,936,16221395,0.6269,2276,40.0583,-74.4057,United States,
1948,1993,Karen_Patte,,followers,/home/usnish/twitter_ypcdn/img/2376982213.jpg,0.8452,136,3282,triangle-down,ncdaction.dat,1609,2376982213,0.4902,8003,43.1594,-79.2469,Canada,Saint Catharines
1949,1784,tuguy1,,followers,/home/usnish/twitter_ypcdn/img/375533969.jpg,0.0,0,96,triangle-down,ncdaction.dat,31,375533969,0.3229,9,-31.9505,115.8605,Australia,
1950,1428,Simplegreenfood,,followers,/home/usnish/twitter_ypcdn/img/2339659758.jpg,0.0,0,345,triangle-down,ncdaction.dat,66,2339659758,0.1913,63,46.8772,-96.7898,United States,Fargo
1951,3510,WHSS2017,,followers,/home/usnish/twitter_ypcdn/img/787960218839810048.jpg,0.0459,5,564,triangle-up,ncdaction.dat,1090,787960218839810048,1.9326,1262,-1.9403,29.8739,Rwanda,
1952,3858,NIDDKgov,,followers,/home/usnish/twitter_ypcdn/img/1901405066.jpg,0.3129,93,806,triangle-up,ncdaction.dat,2972,1901405066,3.6873,2164,38.9847,-77.0947,United States,Bethesda
1953,131,ClareJonesNutri,,followers,/home/usnish/twitter_ypcdn/img/245390841.jpg,0.1782,9,324,triangle-up,ncdaction.dat,505,245390841,1.5586,1116,53.4808,-2.2426,United Kingdom,Manchester
1954,3750,dixongs16,,followers,/home/usnish/twitter_ypcdn/img/751460737441226752.jpg,0.0552,1,120,triangle-up,ncdaction.dat,181,751460737441226752,1.5083,168,-3.3731,29.9189,Burundi,
1955,2659,KABOGOJanvier,,followers,/home/usnish/twitter_ypcdn/img/2212946810.jpg,0.1262,12,1571,triangle-down,ncdaction.dat,951,2212946810,0.6053,1994,-1.9706,30.1044,Rwanda,Kigali
1956,3307,QueensUAEM,,followers,/home/usnish/twitter_ypcdn/img/1972105898.jpg,0.292,4,226,triangle-down,ncdaction.dat,137,1972105898,0.6062,135,56.1304,-106.3468,Canada,
1957,1035,hynhdvd,,followers,/home/usnish/twitter_ypcdn/img/435348756.jpg,0.7173,17,534,triangle-down,ncdaction.dat,237,435348756,0.4438,4039,45.4215,-75.6972,Canada,Ottawa
1960,2839,PLOSBlogs,,followers,/home/usnish/twitter_ypcdn/img/184931891.jpg,0.37799999999999995,847,588,triangle-up,ncdaction.dat,22409,184931891,38.1105,7800,37.7749,-122.4194,United States,San Francisco
1961,616,iphfonline,,followers,/home/usnish/twitter_ypcdn/img/34217770.jpg,0.3231,44,2115,triangle-down,ncdaction.dat,1362,34217770,0.644,4216,35.9813,-115.098,United States,Henderson
1964,2175,LanaRaspail,,followers,/home/usnish/twitter_ypcdn/img/3005570745.jpg,0.3922,2,352,triangle-down,ncdaction.dat,51,3005570745,0.1449,26,46.8182,8.2275,Switzerland,
1967,664,braineha,,followers,/home/usnish/twitter_ypcdn/img/67591909.jpg,0.0469,1,239,triangle-down,ncdaction.dat,213,67591909,0.8912,169,19.076,72.8777,India,Mumbai
1969,1865,HCWithoutHarm,,followers,/home/usnish/twitter_ypcdn/img/31286761.jpg,0.6493,127,314,triangle-up,ncdaction.dat,1956,31286761,6.2293,2251,38.9586,-77.357,United States,Reston
1970,439,NatalieEidelman,,followers,/home/usnish/twitter_ypcdn/img/50891152.jpg,0.1739,2,412,triangle-down,ncdaction.dat,115,50891152,0.2791,90,37.7749,-122.4194,United States,San Francisco
1971,4247,BrandonNiyibizi,,followers,/home/usnish/twitter_ypcdn/img/814117204799188992.jpg,0.0,0,86,triangle-down,ncdaction.dat,69,814117204799188992,0.8023,24,-2.6078,29.7368,Rwanda,Butare
1975,1357,FraScopelliti,,followers,/home/usnish/twitter_ypcdn/img/1934797453.jpg,0.0605,4,1815,triangle-down,ncdaction.dat,661,1934797453,0.3642,78,45.8081,9.0852,Italy,Como
1976,4152,BeaconIntel,,followers,/home/usnish/twitter_ypcdn/img/761550144869437440.jpg,0.303,5,1191,triangle-down,ncdaction.dat,165,761550144869437440,0.1385,294,51.5074,-0.1278,United Kingdom,London
1977,3172,Kathersuch,,followers,/home/usnish/twitter_ypcdn/img/156627597.jpg,0.3671,80,511,triangle-up,ncdaction.dat,2179,156627597,4.2642,2463,46.2044,6.1432,Switzerland,Geneva
1978,1887,Moesunshine3,,followers,/home/usnish/twitter_ypcdn/img/2764470236.jpg,0.2817,2,391,triangle-down,ncdaction.dat,71,2764470236,0.1816,1278,35.7596,-79.0193,United States,
1979,1455,CABI_Health,,followers,/home/usnish/twitter_ypcdn/img/125988581.jpg,1.2174,70,389,triangle-up,ncdaction.dat,575,125988581,1.4781,2358,47.6613,-122.3299,United States,Seattle
1981,2622,egdrc,,followers,/home/usnish/twitter_ypcdn/img/3995366537.jpg,1.2698,8,168,triangle-down,ncdaction.dat,63,3995366537,0.375,140,33.749,-84.388,United States,Atlanta
1982,838,Friday_Born,,followers,/home/usnish/twitter_ypcdn/img/35037022.jpg,0.1491,13,710,triangle-up,ncdaction.dat,872,35037022,1.2282,9145,51.5074,-0.1278,United Kingdom,London
1983,1735,linaporras,,followers,/home/usnish/twitter_ypcdn/img/33116258.jpg,0.7543,70,1152,triangle-down,ncdaction.dat,928,33116258,0.8056,6683,4.711,-74.0721,Colombia,Bogotá
1985,420,CamiloErazoL,,followers,/home/usnish/twitter_ypcdn/img/71548007.jpg,0.8335,398,3039,triangle-up,ncdaction.dat,4775,71548007,1.5712,22291,-35.6751,-71.543,Chile,
1986,963,SuperMacx,,followers,/home/usnish/twitter_ypcdn/img/41408192.jpg,0.20199999999999999,2,411,triangle-down,ncdaction.dat,99,41408192,0.2409,56,-31.963,115.895,Australia,Burswood
1987,2672,leeannmonkozgul,,followers,/home/usnish/twitter_ypcdn/img/460535778.jpg,0.4038,30,1741,triangle-down,ncdaction.dat,743,460535778,0.4268,717,54.9966,-7.3086,United Kingdom,Londonderry
1988,3175,AirBreath_app,,followers,/home/usnish/twitter_ypcdn/img/732949728191733760.jpg,0.203,4,2106,triangle-down,ncdaction.dat,197,732949728191733760,0.0935,87,37.7749,-122.4194,United States,San Francisco
1990,2894,giulia_gaudenzi,,followers,/home/usnish/twitter_ypcdn/img/2829406336.jpg,0.6395,22,1028,triangle-down,ncdaction.dat,344,2829406336,0.3346,1009,59.3293,18.0686,Sweden,Stockholm
1991,2183,Tai_Soba,,followers,/home/usnish/twitter_ypcdn/img/438705669.jpg,0.2488,10,513,triangle-down,ncdaction.dat,402,438705669,0.7836,1519,9.0765,7.3986,Nigeria,Abuja
1992,2995,vylhphilippines,,followers,/home/usnish/twitter_ypcdn/img/1253564324.jpg,0.2041,10,580,triangle-down,ncdaction.dat,490,1253564324,0.8448,2488,12.8797,121.774,Philippines,
1993,1639,sesanco,,followers,/home/usnish/twitter_ypcdn/img/298667578.jpg,0.133,6,906,triangle-down,ncdaction.dat,451,298667578,0.4978,4645,41.5604,2.0382,Spain,Terrassa
1994,3710,rdsarwanda,,followers,/home/usnish/twitter_ypcdn/img/786250184766488577.jpg,0.125,1,164,triangle-down,ncdaction.dat,80,786250184766488577,0.4878,119,-1.9706,30.1044,Rwanda,Kigali
1995,3407,uncdaconnecting,,followers,/home/usnish/twitter_ypcdn/img/757514636023463936.jpg,0.0,0,30,triangle-down,ncdaction.dat,17,757514636023463936,0.5667,11,0.3476,32.5825,Uganda,Kampala
1997,3087,Jo_Lofty,,followers,/home/usnish/twitter_ypcdn/img/511761836.jpg,0.5618,95,3204,triangle-down,ncdaction.dat,1691,511761836,0.5278,6333,52.3555,-1.1743,United Kingdom,
1998,680,Eye_Am_Kay,,followers,/home/usnish/twitter_ypcdn/img/156966176.jpg,0.1282,5,824,triangle-down,ncdaction.dat,390,156966176,0.4733,14495,39.2872,-77.8712,United States,Charles Town
2000,437,oloitiptip,,followers,/home/usnish/twitter_ypcdn/img/137975653.png,0.1458,5,2017,triangle-down,ncdaction.dat,343,137975653,0.1701,2333,-0.0236,37.9062,Kenya,
2001,4150,aisujon,,followers,/home/usnish/twitter_ypcdn/img/154935673.jpg,0.0,0,74,triangle-up,ncdaction.dat,102,154935673,1.3784,228,23.8103,90.4125,Bangladesh,Dhaka
2002,1067,AlzDisInt,,followers,/home/usnish/twitter_ypcdn/img/198970635.png,0.2108,195,546,triangle-up,ncdaction.dat,9252,198970635,16.9451,3161,51.5074,-0.1278,United Kingdom,London
2003,1977,medwma,,followers,/home/usnish/twitter_ypcdn/img/564571490.png,0.2604,200,3102,triangle-up,ncdaction.dat,7681,564571490,2.4761,5396,51.5074,-0.1278,United Kingdom,London
2004,2775,LinaMahyl,,followers,/home/usnish/twitter_ypcdn/img/4713596188.jpg,1.4798,99,2196,triangle-down,ncdaction.dat,669,4713596188,0.3046,5188,46.2044,6.1432,Switzerland,Geneva
2005,2904,forresterjm,,followers,/home/usnish/twitter_ypcdn/img/4032882972.jpg,0.5634,4,147,triangle-down,ncdaction.dat,71,4032882972,0.483,641,-17.9614,122.2359,Australia,Broome
2008,1701,MikeRayner,,followers,/home/usnish/twitter_ypcdn/img/151114371.jpg,0.436,94,702,triangle-up,ncdaction.dat,2156,151114371,3.0712,7610,51.752,-1.2577,United Kingdom,Oxford
2010,216,CNCDAfrica,,followers,/home/usnish/twitter_ypcdn/img/395180428.jpg,0.3753,14,641,triangle-down,ncdaction.dat,373,395180428,0.5819,3709,23.4162,25.6628,,
2012,1742,ShelleyTregea,,followers,/home/usnish/twitter_ypcdn/img/2572774051.png,0.0,0,90,triangle-down,ncdaction.dat,10,2572774051,0.1111,1,-37.8136,144.9631,Australia,
2013,209,CreativeStarCo,,followers,/home/usnish/twitter_ypcdn/img/314207218.jpg,0.0722,2,1223,triangle-down,ncdaction.dat,277,314207218,0.2265,230,30.3753,69.3451,Pakistan,
2015,3126,HannahLucy_Todd,,followers,/home/usnish/twitter_ypcdn/img/241844858.jpg,0.16,2,417,triangle-down,ncdaction.dat,125,241844858,0.2998,208,46.2044,6.1432,Switzerland,Geneva
2016,1652,FabienneBartoli,,followers,/home/usnish/twitter_ypcdn/img/557582095.jpg,1.0256,12,456,triangle-down,ncdaction.dat,117,557582095,0.2566,590,40.7736,-73.9566,United States,New York
2017,2025,TranscendITHlth,,followers,/home/usnish/twitter_ypcdn/img/2803332160.png,0.8163,8,388,triangle-down,ncdaction.dat,98,2803332160,0.2526,183,45.5231,-122.6765,United States,Portland
2018,1998,thekurtfigueroa,,followers,/home/usnish/twitter_ypcdn/img/221872201.jpg,0.1707,12,1552,triangle-down,ncdaction.dat,703,221872201,0.45299999999999996,14856,-1.9403,29.8739,Rwanda,
2019,556,AyhamAlomari,,followers,/home/usnish/twitter_ypcdn/img/56661105.jpg,0.4421,29,491,triangle-up,ncdaction.dat,656,56661105,1.3359999999999999,632,45.4215,-75.6972,Canada,Ottawa
2020,1281,thereslloyd,,followers,/home/usnish/twitter_ypcdn/img/159417489.jpg,0.2151,12,1120,triangle-down,ncdaction.dat,558,159417489,0.4982,506,-37.8136,144.9631,Australia,
2021,3851,pamela_diakos,,followers,/home/usnish/twitter_ypcdn/img/4895553625.jpg,0.3597,5,504,triangle-down,ncdaction.dat,139,4895553625,0.2758,87,-37.8136,144.9631,Australia,
2022,3275,BastaJLT_MX,,followers,/home/usnish/twitter_ypcdn/img/757648395624251392.jpg,0.2778,1,235,triangle-down,ncdaction.dat,36,757648395624251392,0.1532,18,23.6345,-102.5528,Mexico,
2023,4066,kussekoirita,,followers,/home/usnish/twitter_ypcdn/img/2256710725.jpg,0.0,0,718,triangle-down,ncdaction.dat,78,2256710725,0.1086,251,51.2194,4.4025,Belgium,Antwerp
2024,3316,vusinessworld,,followers,/home/usnish/twitter_ypcdn/img/3438897639.jpg,4.1009,520,2257,triangle-down,ncdaction.dat,1268,3438897639,0.5618,29862,54.526,15.2551,,
2025,4270,GlobalHealthNut,,followers,/home/usnish/twitter_ypcdn/img/2796734102.jpg,0.3803,17,792,triangle-down,ncdaction.dat,447,2796734102,0.5644,1273,51.5074,-0.1278,United Kingdom,London
2026,16,GTFCCC,,followers,/home/usnish/twitter_ypcdn/img/302212467.jpg,0.4156,47,382,triangle-up,ncdaction.dat,1131,302212467,2.9607,1442,42.3601,-71.0589,United States,Boston
2027,2939,_fabianmoser,,followers,/home/usnish/twitter_ypcdn/img/709541990413824001.png,0.0,0,42,triangle-down,ncdaction.dat,7,709541990413824001,0.1667,6,52.52,13.405,Germany,Berlin
2028,2912,undanielo,,followers,/home/usnish/twitter_ypcdn/img/167987822.jpg,0.0849,5,944,triangle-down,ncdaction.dat,589,167987822,0.6239,6471,19.4326,-99.1332,Mexico,Mexico City
