,id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,latitude,longitude,country,city
0,1881,ComunidadVS,,followers,/home/usnish/twitter_ypcdn/img/2748419838.png,0.387,25,487,triangle-up,ncdaction.dat,646,2748419838,1.3265,2146,46.2044,6.1432,Switzerland,Geneva
2,2177,sohel_sadeque,,followers,/home/usnish/twitter_ypcdn/img/2378987484.jpg,0.0,0,1006,triangle-down,ncdaction.dat,71,2378987484,0.0706,59,23.685,90.3563,Bangladesh,
3,2205,TapWaterDay,,followers,/home/usnish/twitter_ypcdn/img/3063456992.jpg,0.1079,3,1007,triangle-down,ncdaction.dat,278,3063456992,0.2761,86,39.1347,-121.171,United States,
4,1476,Liferaftgroup,,followers,/home/usnish/twitter_ypcdn/img/17217389.jpg,0.4485,47,935,triangle-up,ncdaction.dat,1048,17217389,1.1209,2262,40.9254,-74.2765,United States,Wayne
7,3437,DVGS_eV,,followers,/home/usnish/twitter_ypcdn/img/3341322683.jpg,0.5176,56,3671,triangle-down,ncdaction.dat,1082,3341322683,0.2947,2635,50.8806,6.8881,Germany,Hürth
8,89,7BillionActions,,followers,/home/usnish/twitter_ypcdn/img/293109570.jpg,0.2526,172,848,triangle-up,ncdaction.dat,6810,293109570,8.0307,924,35.9813,-115.098,United States,Henderson
10,1823,bangertjoy,,followers,/home/usnish/twitter_ypcdn/img/151587841.jpg,0.1299,1,265,triangle-down,ncdaction.dat,77,151587841,0.2906,0,46.2044,6.1432,Switzerland,Geneva
12,583,MartineChaussar,,followers,/home/usnish/twitter_ypcdn/img/226745618.jpg,0.3333,10,579,triangle-down,ncdaction.dat,300,226745618,0.5181,746,33.749,-84.388,United States,Atlanta
13,2617,Libbysalz,,followers,/home/usnish/twitter_ypcdn/img/45537565.jpg,0.4938,20,1098,triangle-down,ncdaction.dat,405,45537565,0.3689,3263,-1.2921,36.8219,Kenya,Nairobi
14,1893,GiuliaPerazzini,,followers,/home/usnish/twitter_ypcdn/img/489870416.jpg,0.0,0,63,triangle-down,ncdaction.dat,22,489870416,0.3492,28,55.6761,12.5683,Denmark,Copenhagen
15,1014,No1FitnessApp,,followers,/home/usnish/twitter_ypcdn/img/1730348870.jpg,0.083,55,5312,triangle-up,ncdaction.dat,6629,1730348870,1.2479,3704,32.6562,-117.0657,United States,National City
16,4223,muhetoalpha,,followers,/home/usnish/twitter_ypcdn/img/267810143.jpg,0.0,0,1450,triangle-down,ncdaction.dat,341,267810143,0.2352,102,-1.9706,30.1044,Rwanda,Kigali
17,2237,charitiestom,,followers,/home/usnish/twitter_ypcdn/img/3102159154.jpg,0.1,1,453,triangle-down,ncdaction.dat,100,3102159154,0.2208,118,53.4808,-2.2426,United Kingdom,Manchester
18,2562,EU_eHealth,,followers,/home/usnish/twitter_ypcdn/img/24145340.jpg,0.5636,1306,8683,triangle-up,ncdaction.dat,23171,24145340,2.6685,11538,50.8503,4.3517,Belgium,
19,95,FACEAIDS,,followers,/home/usnish/twitter_ypcdn/img/20341783.jpg,0.3579,177,2398,triangle-up,ncdaction.dat,4945,20341783,2.0621,2583,36.7783,-119.4179,United States,
20,132,MsRightz,,followers,/home/usnish/twitter_ypcdn/img/139073151.png,0.5625,27,405,triangle-up,ncdaction.dat,480,139073151,1.1852,1025,44.76,-85.6197,United States,Traverse City
23,1554,TanaWuliji,,followers,/home/usnish/twitter_ypcdn/img/132456905.jpg,0.5,105,2947,triangle-down,ncdaction.dat,2100,132456905,0.7126,8447,46.2044,6.1432,Switzerland,Geneva
27,2708,AlharthiBinAli,,followers,/home/usnish/twitter_ypcdn/img/375724133.jpg,0.625,3,167,triangle-down,ncdaction.dat,48,375724133,0.2874,165,23.8859,45.0792,Saudi Arabia,
29,719,princeoseitutui,,followers,/home/usnish/twitter_ypcdn/img/194665286.jpg,0.7417,58,3002,triangle-down,ncdaction.dat,782,194665286,0.2605,3045,51.5074,-0.1278,United Kingdom,London
30,3752,JoyceKilikpo,,followers,/home/usnish/twitter_ypcdn/img/2412707076.jpg,0.1855,11,845,triangle-down,ncdaction.dat,593,2412707076,0.7018,334,6.2907,-10.7605,Liberia,Monrovia
31,2990,TWugalter,,followers,/home/usnish/twitter_ypcdn/img/867137294.jpg,0.1852,4,1278,triangle-down,ncdaction.dat,216,867137294,0.16899999999999998,293,53.3524,-113.4154,Canada,Beaumont
32,2934,caidsindia,,followers,/home/usnish/twitter_ypcdn/img/267619389.gif,0.292,8,417,triangle-down,ncdaction.dat,274,267619389,0.6571,799,26.8467,80.9462,India,Lucknow
35,1521,AucklandLiggins,,followers,/home/usnish/twitter_ypcdn/img/1281703268.jpg,0.1425,6,323,triangle-up,ncdaction.dat,421,1281703268,1.3034,337,-36.8604,174.7669,New Zealand,Auckland
37,4098,FreeDeezy00,,followers,/home/usnish/twitter_ypcdn/img/868131945808633856.jpg,0.0,0,160,triangle-down,ncdaction.dat,10,868131945808633856,0.0625,7,-1.9403,29.8739,Rwanda,
39,3640,coulibalybouan1,,followers,/home/usnish/twitter_ypcdn/img/758088690379915264.jpg,0.0,0,198,triangle-down,ncdaction.dat,21,758088690379915264,0.1061,27,17.5707,-3.9962,Mali,
40,935,kdazongo,,followers,/home/usnish/twitter_ypcdn/img/35734995.jpg,0.0763,1,613,triangle-down,ncdaction.dat,131,35734995,0.2137,35,7.9465,-1.0232,Ghana,
41,2054,OpenRBF,,followers,/home/usnish/twitter_ypcdn/img/2285544954.png,0.0741,1,616,triangle-down,ncdaction.dat,135,2285544954,0.2192,33,-3.3731,29.9189,Burundi,
42,3342,fmakinwumi,,followers,/home/usnish/twitter_ypcdn/img/420268236.jpg,0.0292,2,2236,triangle-down,ncdaction.dat,684,420268236,0.3059,314,6.5244,3.3792,Nigeria,Lagos
43,1924,GlobalHealthTom,,followers,/home/usnish/twitter_ypcdn/img/756340561.jpg,0.3499,83,3177,triangle-down,ncdaction.dat,2372,756340561,0.7466,2355,39.9526,-75.1652,United States,Philadelphia
44,3690,gkyp,,followers,/home/usnish/twitter_ypcdn/img/42702191.jpg,0.2395,4,110,triangle-up,ncdaction.dat,167,42702191,1.5182,1241,31.1171,-97.7278,United States,Killeen
45,2439,0691Zaya,,followers,/home/usnish/twitter_ypcdn/img/3127691955.jpg,0.4167,1,271,triangle-down,ncdaction.dat,24,3127691955,0.0886,19,32.5737,-116.6278,Mexico,Tecate
47,882,ParaFoto,,followers,/home/usnish/twitter_ypcdn/img/19374433.jpg,0.3202,13,1016,triangle-down,ncdaction.dat,406,19374433,0.3996,1818,38.9072,-77.0369,United States,Washington
48,1744,GRAG_org,,followers,/home/usnish/twitter_ypcdn/img/2494264477.png,0.1709,4,374,triangle-down,ncdaction.dat,234,2494264477,0.6257,417,14.7645,-17.366,Senegal,Dakar
50,3372,hcsmBDI,,followers,/home/usnish/twitter_ypcdn/img/773122445930795008.jpg,0.625,3,109,triangle-down,ncdaction.dat,48,773122445930795008,0.4404,40,-3.3731,29.9189,Burundi,
51,3479,pfamrx,,followers,/home/usnish/twitter_ypcdn/img/777589320576217088.jpg,0.0,0,151,triangle-down,ncdaction.dat,88,777589320576217088,0.5828,126,39.7684,-86.1581,United States,Indianapolis
52,3124,DrNigelCarter,,followers,/home/usnish/twitter_ypcdn/img/100788340.jpg,0.4047,31,1081,triangle-down,ncdaction.dat,766,100788340,0.7086,1221,51.3148,-0.56,United Kingdom,
54,2508,humanitasglobal,,followers,/home/usnish/twitter_ypcdn/img/39845908.jpg,0.8472,117,864,triangle-up,ncdaction.dat,1381,39845908,1.5984,2982,38.9072,-77.0369,United States,Washington
55,205,SolidAfrica,,followers,/home/usnish/twitter_ypcdn/img/266459681.jpg,0.0657,19,1146,triangle-up,ncdaction.dat,2893,266459681,2.5244,2488,-1.9706,30.1044,Rwanda,Kigali
56,4288,ItsEllieWatson,,followers,/home/usnish/twitter_ypcdn/img/719814433359466496.jpg,0.0,0,36,triangle-down,ncdaction.dat,3,719814433359466496,0.0833,2,-33.8688,151.2093,Australia,
57,63,prohearthealth,,followers,/home/usnish/twitter_ypcdn/img/172359981.png,0.8,32,548,triangle-down,ncdaction.dat,400,172359981,0.7299,304,42.3601,-71.0589,United States,Boston
58,2442,GHGateway,,followers,/home/usnish/twitter_ypcdn/img/129641454.png,0.3531,34,759,triangle-up,ncdaction.dat,963,129641454,1.2688,1219,35.6706,139.741,Japan,港区
60,1671,tiddos,,followers,/home/usnish/twitter_ypcdn/img/37017414.jpg,0.1064,4,1432,triangle-down,ncdaction.dat,376,37017414,0.2626,1985,10.6918,-61.2225,Trinidad and Tobago,
61,3534,PHFilmSociety,,followers,/home/usnish/twitter_ypcdn/img/1331840257.png,0.1984,32,4999,triangle-down,ncdaction.dat,1613,1331840257,0.3227,406,51.752,-1.2577,United Kingdom,Oxford
62,3182,HenryEChang,,followers,/home/usnish/twitter_ypcdn/img/57406450.jpg,0.1217,89,5866,triangle-up,ncdaction.dat,7312,57406450,1.2465,9609,37.7912,-122.3933,United States,San Francisco
63,2185,ImagineSAorg,,followers,/home/usnish/twitter_ypcdn/img/3024693023.png,0.7155,82,1465,triangle-down,ncdaction.dat,1146,3024693023,0.7823,2211,-33.8877,18.511,South Africa,Cape Town
64,3563,forbes_ellen,,followers,/home/usnish/twitter_ypcdn/img/1261484492.jpg,0.0,0,188,triangle-down,ncdaction.dat,19,1261484492,0.1011,64,-33.8688,151.2093,Australia,
65,3784,GBinsolidarity,,followers,/home/usnish/twitter_ypcdn/img/800769106081288193.jpg,0.3597,5,648,triangle-down,ncdaction.dat,139,800769106081288193,0.2145,504,42.3601,-71.0589,United States,Boston
66,391,globalhealthrev,,followers,/home/usnish/twitter_ypcdn/img/18620659.png,0.2119,135,5856,triangle-up,ncdaction.dat,6371,18620659,1.0879,1074,34.0522,-118.2437,United States,Los Angeles
67,2602,CPONDPacific1,,followers,/home/usnish/twitter_ypcdn/img/3974597473.jpg,0.7339,8,215,triangle-down,ncdaction.dat,109,3974597473,0.507,503,29.8434,-95.1771,United States,Houston
68,1592,PettersenKenny,,followers,/home/usnish/twitter_ypcdn/img/2180807263.jpg,0.3828,8,447,triangle-down,ncdaction.dat,209,2180807263,0.4676,331,37.8272,-122.2913,United States,
69,3489,cackenya,,followers,/home/usnish/twitter_ypcdn/img/1282565713.jpg,0.1299,7,1318,triangle-down,ncdaction.dat,539,1282565713,0.409,504,-1.2921,36.8219,Kenya,Nairobi
70,4038,MirajulSamrat,,followers,/home/usnish/twitter_ypcdn/img/858893767129956352.jpg,0.1149,1,459,triangle-down,ncdaction.dat,87,858893767129956352,0.1895,24,23.8103,90.4125,Bangladesh,Dhaka
71,2172,EleClvrha,,followers,/home/usnish/twitter_ypcdn/img/3017710303.jpg,0.0,0,52,triangle-down,ncdaction.dat,7,3017710303,0.1346,1,19.8968,-155.5828,United States,
74,627,am_in_dc,,followers,/home/usnish/twitter_ypcdn/img/33847305.jpg,0.27399999999999997,2,331,triangle-down,ncdaction.dat,73,33847305,0.2205,67,38.9072,-77.0369,United States,Washington
75,4251,waapaalliance,,followers,/home/usnish/twitter_ypcdn/img/870532578201268225.png,0.0,0,100,triangle-down,ncdaction.dat,14,870532578201268225,0.14,2,13.5317,-2.4604,,
77,667,GlobalHealthEdi,,followers,/home/usnish/twitter_ypcdn/img/84545800.jpg,0.4926,93,1043,triangle-up,ncdaction.dat,1888,84545800,1.8102,3589,55.9533,-3.1883,United Kingdom,Edinburgh
78,2680,davidawatkins,,followers,/home/usnish/twitter_ypcdn/img/255883544.jpg,0.2222,1,26,triangle-up,ncdaction.dat,45,255883544,1.7308,14,47.6062,-122.3321,United States,Seattle
79,454,NPRGoatsandSoda,,followers,/home/usnish/twitter_ypcdn/img/707512656.jpg,0.3145,1081,2409,triangle-up,ncdaction.dat,34377,707512656,14.2702,14095,38.9072,-77.0369,United States,Washington
81,1283,Upstreaming,,followers,/home/usnish/twitter_ypcdn/img/69772223.jpg,0.3556,34,1527,triangle-down,ncdaction.dat,956,69772223,0.6261,4012,41.7004,-73.921,United States,Poughkeepsie
82,1383,WorldHealthSmt,,followers,/home/usnish/twitter_ypcdn/img/46646735.png,0.3266,155,1295,triangle-up,ncdaction.dat,4746,46646735,3.6649,4719,52.52,13.405,Germany,Berlin
83,2196,Mrs_AndreaLyss,,followers,/home/usnish/twitter_ypcdn/img/115220580.jpg,0.623,19,677,triangle-down,ncdaction.dat,305,115220580,0.4505,2057,39.9612,-82.9988,United States,Columbus
84,2533,ianguinan,,followers,/home/usnish/twitter_ypcdn/img/384967167.jpg,0.3196,7,357,triangle-down,ncdaction.dat,219,384967167,0.6134,246,-42.8821,147.3272,Australia,Hobart
85,608,NathanWPCantley,,followers,/home/usnish/twitter_ypcdn/img/553272799.jpg,0.2941,35,2149,triangle-down,ncdaction.dat,1190,553272799,0.5537,8398,57.4778,-4.2247,United Kingdom,Inverness
86,3204,tomipetu,,followers,/home/usnish/twitter_ypcdn/img/262315387.jpg,0.3644,9,397,triangle-down,ncdaction.dat,247,262315387,0.6222,865,7.3775,3.947,Nigeria,Ibadan
88,550,Davidxvx,,followers,/home/usnish/twitter_ypcdn/img/78533960.jpg,0.5375,182,1101,triangle-up,ncdaction.dat,3386,78533960,3.0754,27053,-41.2865,174.7762,New Zealand,Wellington
91,1746,LindsLiVolsi,,followers,/home/usnish/twitter_ypcdn/img/1055760308.jpg,0.6475,9,421,triangle-down,ncdaction.dat,139,1055760308,0.3302,177,40.7128,-74.0059,United States,New York
92,1923,LynMacarayan,,followers,/home/usnish/twitter_ypcdn/img/703206608.jpg,0.5763,37,2170,triangle-down,ncdaction.dat,642,703206608,0.2959,998,42.3601,-71.0589,United States,Boston
94,3709,ThokoPooley,,followers,/home/usnish/twitter_ypcdn/img/584717222.jpg,0.3232,16,742,triangle-down,ncdaction.dat,495,584717222,0.6671,920,52.3555,-1.1743,United Kingdom,
98,3524,HospiceAfricaUg,,followers,/home/usnish/twitter_ypcdn/img/388168394.png,0.2392,35,2022,triangle-down,ncdaction.dat,1463,388168394,0.7235,2149,1.3733,32.2903,Uganda,
99,3130,CanObesityNet,,followers,/home/usnish/twitter_ypcdn/img/71536696.jpg,0.2453,138,446,triangle-up,ncdaction.dat,5625,71536696,12.6121,1592,53.5444,-113.4909,Canada,Edmonton
100,2511,JoshNgKamstra,,followers,/home/usnish/twitter_ypcdn/img/413341728.jpg,0.381,36,1189,triangle-down,ncdaction.dat,945,413341728,0.7948,1235,43.6645,-79.3401,Canada,Toronto
103,3404,AMSI_Ireland,,followers,/home/usnish/twitter_ypcdn/img/2858830775.jpg,0.1535,7,1375,triangle-down,ncdaction.dat,456,2858830775,0.3316,267,53.1424,-7.6921,,
104,1572,MikkelsenBente_,,followers,/home/usnish/twitter_ypcdn/img/245054048.jpg,0.3511,25,296,triangle-up,ncdaction.dat,712,245054048,2.4054,754,46.2044,6.1432,Switzerland,Geneva
105,1309,TeamMyLife,,followers,/home/usnish/twitter_ypcdn/img/1969496419.jpg,0.1435,3,500,triangle-down,ncdaction.dat,209,1969496419,0.418,191,-41.2766,174.7762,New Zealand,Wellington
106,1562,residencebm,,followers,/home/usnish/twitter_ypcdn/img/1269359406.jpg,0.2564,1,291,triangle-down,ncdaction.dat,39,1269359406,0.134,44,7.3697,12.3547,Cameroon,
107,375,1Voice4Children,,followers,/home/usnish/twitter_ypcdn/img/396159453.png,0.2151,75,2527,triangle-up,ncdaction.dat,3487,396159453,1.3799,139579,-45.0312,168.6626,New Zealand,Queenstown
109,2881,lymehater,,followers,/home/usnish/twitter_ypcdn/img/153793909.png,0.2491,21,5000,triangle-down,ncdaction.dat,843,153793909,0.1686,2141,28.2189,-82.4576,United States,Land O' Lakes
110,2202,HPCPhilly,,followers,/home/usnish/twitter_ypcdn/img/633840753.jpg,0.3831,20,672,triangle-down,ncdaction.dat,522,633840753,0.7768,1417,39.9526,-75.1652,United States,Philadelphia
114,2500,lizzierajasingh,,followers,/home/usnish/twitter_ypcdn/img/2562009918.jpg,0.3333,4,245,triangle-down,ncdaction.dat,120,2562009918,0.4898,522,37.8716,-122.2727,United States,Berkeley
115,3570,lelund,,followers,/home/usnish/twitter_ypcdn/img/46154430.jpg,0.2559,14,1298,triangle-down,ncdaction.dat,547,46154430,0.4214,1000,42.4856,-83.5239,United States,Novi
117,4,leefschroeder,,followers,/home/usnish/twitter_ypcdn/img/270169421.jpg,0.4,3,123,triangle-down,ncdaction.dat,75,270169421,0.6098,83,42.278,-83.7382,United States,Ann Arbor
118,2398,epigiri,,followers,/home/usnish/twitter_ypcdn/img/43742509.jpg,0.1823,176,921,triangle-up,ncdaction.dat,9657,43742509,10.4853,26632,12.9716,77.5946,India,Bengaluru
121,2423,tobaccontrol,,followers,/home/usnish/twitter_ypcdn/img/3141023884.jpg,0.0163,1,1861,triangle-down,ncdaction.dat,613,3141023884,0.3294,137,-6.1751,106.865,Indonesia,
122,495,J2JfloridaUSA,,followers,/home/usnish/twitter_ypcdn/img/296635490.jpg,0.2395,4,1595,triangle-down,ncdaction.dat,167,296635490,0.1047,1240,27.7518,-82.6267,United States,Saint Petersburg
123,3251,Academy_Food,,followers,/home/usnish/twitter_ypcdn/img/3053993578.jpg,0.4412,15,589,triangle-down,ncdaction.dat,340,3053993578,0.5772,1033,43.263,-2.935,Spain,Bilbao
124,4283,ssovekiam,,followers,/home/usnish/twitter_ypcdn/img/2234399360.jpg,0.2424,4,437,triangle-down,ncdaction.dat,165,2234399360,0.3776,34,52.52,13.405,Germany,Berlin
125,217,ladypartsmanual,,followers,/home/usnish/twitter_ypcdn/img/276080952.jpg,0.1266,2,625,triangle-down,ncdaction.dat,158,276080952,0.2528,229,40.7128,-74.0059,United States,New York
127,4221,pedrosamoreira,,followers,/home/usnish/twitter_ypcdn/img/52051765.jpg,0.4343,37,2931,triangle-down,ncdaction.dat,852,52051765,0.2907,244,37.2167,-7.1097,Spain,Cartaya
128,175,TheSocialDeckPR,,followers,/home/usnish/twitter_ypcdn/img/373755348.png,0.6968,91,2050,triangle-down,ncdaction.dat,1306,373755348,0.6371,2372,-25.2744,133.7751,Australia,
129,776,sanj196699,,followers,/home/usnish/twitter_ypcdn/img/1328646409.jpg,0.2787,16,4347,triangle-down,ncdaction.dat,574,1328646409,0.132,882,28.7041,77.1025,India,
130,153,juliafanli,,followers,/home/usnish/twitter_ypcdn/img/91402697.jpg,0.76,63,973,triangle-down,ncdaction.dat,829,91402697,0.852,2028,51.5074,-0.1278,United Kingdom,London
131,1829,DrAmandaRossi,,followers,/home/usnish/twitter_ypcdn/img/288278210.jpg,0.2667,4,333,triangle-down,ncdaction.dat,150,288278210,0.4505,168,45.5017,-73.5673,Canada,Montreal
132,1411,chrisdzialo,,followers,/home/usnish/twitter_ypcdn/img/16702210.jpg,0.6222,14,237,triangle-down,ncdaction.dat,225,16702210,0.9494,227,34.0522,-118.2437,United States,Los Angeles
134,271,_GlobalAdvocacy,,followers,/home/usnish/twitter_ypcdn/img/466539215.jpg,0.5469,7,158,triangle-down,ncdaction.dat,128,466539215,0.8101,144,38.9072,-77.0369,United States,Washington
136,3844,anna_diplock,,followers,/home/usnish/twitter_ypcdn/img/786289469083250689.jpg,0.33899999999999997,2,685,triangle-down,ncdaction.dat,59,786289469083250689,0.0861,37,51.5074,-0.1278,United Kingdom,London
137,1356,UHADeakin,,followers,/home/usnish/twitter_ypcdn/img/1656747871.jpg,0.0917,1,161,triangle-down,ncdaction.dat,109,1656747871,0.677,141,-38.1499,144.3617,Australia,Geelong
138,2338,WE_fundraising,,followers,/home/usnish/twitter_ypcdn/img/2916165921.jpg,0.1971,47,3483,triangle-down,ncdaction.dat,2385,2916165921,0.6848,1949,33.7589,-84.3641,United States,Atlanta
141,1493,antonioBarbaga1,,followers,/home/usnish/twitter_ypcdn/img/511964919.jpg,0.0427,2,1587,triangle-down,ncdaction.dat,468,511964919,0.2949,990,44.7315,11.2908,Italy,Cento
142,4001,APidson,,followers,/home/usnish/twitter_ypcdn/img/923239951.jpg,0.0325,1,586,triangle-down,ncdaction.dat,308,923239951,0.5256,240,2.7881,32.3169,Uganda,Gulu
143,278,giasison,,followers,/home/usnish/twitter_ypcdn/img/65594160.jpg,0.2444,836,5001,triangle-up,ncdaction.dat,34213,65594160,6.8412,109934,14.5995,120.9842,Philippines,Manila
145,966,shiferawBerkine,,followers,/home/usnish/twitter_ypcdn/img/447848476.jpg,0.2439,4,2001,triangle-down,ncdaction.dat,164,447848476,0.08199999999999999,126,9.145,40.4897,Ethiopia,
146,1396,MaudCChouinard,,followers,/home/usnish/twitter_ypcdn/img/633530014.jpg,0.125,3,465,triangle-down,ncdaction.dat,240,633530014,0.5161,171,48.4281,-71.0685,Canada,Saguenay
148,654,GTGlobalHealth,,followers,/home/usnish/twitter_ypcdn/img/318028613.png,0.3579,72,995,triangle-up,ncdaction.dat,2012,318028613,2.0221,1366,42.3601,-71.0589,United States,Boston
150,3491,LauraLiswood,,followers,/home/usnish/twitter_ypcdn/img/183660041.jpg,0.1477,80,4560,triangle-up,ncdaction.dat,5416,183660041,1.1877,201,38.9072,-77.0369,United States,Washington
152,2142,dizgotham,,followers,/home/usnish/twitter_ypcdn/img/281047465.jpg,0.1737,9,624,triangle-down,ncdaction.dat,518,281047465,0.8301,2207,51.5074,-0.1278,United Kingdom,London
155,2726,KatKCampos,,followers,/home/usnish/twitter_ypcdn/img/1575673412.jpg,0.1655,12,1999,triangle-down,ncdaction.dat,725,1575673412,0.3627,458,47.6062,-122.3321,United States,Seattle
156,66,ClareFarrand,,followers,/home/usnish/twitter_ypcdn/img/187864177.jpg,0.5328,39,876,triangle-down,ncdaction.dat,732,187864177,0.8356,1686,29.5171,-98.4171,United States,San Antonio
157,594,CommunityTTS,,followers,/home/usnish/twitter_ypcdn/img/548485358.jpg,0.1779,5,766,triangle-down,ncdaction.dat,281,548485358,0.3668,655,51.5074,-0.1278,United Kingdom,London
158,43,TheSmokeScreen,,followers,/home/usnish/twitter_ypcdn/img/309740367.jpg,0.1449,31,2000,triangle-up,ncdaction.dat,2140,309740367,1.07,997,52.6369,-1.1398,United Kingdom,Leicester
159,1080,MehediHasanFuad,,followers,/home/usnish/twitter_ypcdn/img/1906673527.jpg,0.1667,1,120,triangle-down,ncdaction.dat,60,1906673527,0.5,51,23.8103,90.4125,Bangladesh,Dhaka
160,3793,josealberto_gc,,followers,/home/usnish/twitter_ypcdn/img/1407736092.jpg,0.5405,14,1636,triangle-down,ncdaction.dat,259,1407736092,0.1583,2527,23.1136,-82.3666,Cuba,Havana
161,493,gflaorg,,followers,/home/usnish/twitter_ypcdn/img/585117933.jpg,0.1897,31,3855,triangle-down,ncdaction.dat,1634,585117933,0.4239,1057,34.0522,-118.2437,United States,Los Angeles
162,2109,thecherryshare,,followers,/home/usnish/twitter_ypcdn/img/609210869.jpg,0.0245,18,1724,triangle-up,ncdaction.dat,7347,609210869,4.2616,9009,37.0902,-95.7129,United States,
164,2035,MitoMedical,,followers,/home/usnish/twitter_ypcdn/img/2792073371.jpg,0.1235,1,511,triangle-down,ncdaction.dat,81,2792073371,0.1585,38,40.0583,-74.4057,United States,
166,57,cacecar,,followers,/home/usnish/twitter_ypcdn/img/114780476.jpg,1.1896,133,1327,triangle-down,ncdaction.dat,1118,114780476,0.8425,13467,56.1304,-106.3468,Canada,
169,344,ICMHD,,followers,/home/usnish/twitter_ypcdn/img/175030481.jpg,0.3782,9,249,triangle-down,ncdaction.dat,238,175030481,0.9558,282,46.2044,6.1432,Switzerland,Geneva
172,3811,Terrilox,,followers,/home/usnish/twitter_ypcdn/img/196889041.jpg,0.1626,12,917,triangle-down,ncdaction.dat,738,196889041,0.8048,693,38.9072,-77.0369,United States,Washington
173,1833,shwen,,followers,/home/usnish/twitter_ypcdn/img/7439302.jpg,0.9513,1015,4946,triangle-up,ncdaction.dat,10670,7439302,2.1573,23655,42.3736,-71.1097,United States,Cambridge
177,2124,anarojasmatiz,,followers,/home/usnish/twitter_ypcdn/img/35482475.jpg,0.6746,51,1976,triangle-down,ncdaction.dat,756,35482475,0.3826,4783,26.1004,-80.3998,United States,Weston
179,1235,DietStudy,,followers,/home/usnish/twitter_ypcdn/img/1135788630.jpg,0.3153,7,688,triangle-down,ncdaction.dat,222,1135788630,0.3227,237,-37.8136,144.9631,Australia,
181,1840,OliviaFerretti,,followers,/home/usnish/twitter_ypcdn/img/421493910.jpg,0.10800000000000001,5,1063,triangle-down,ncdaction.dat,463,421493910,0.4356,3191,30.1974,-97.6663,United States,Austin
182,1510,ericlwan,,followers,/home/usnish/twitter_ypcdn/img/2387481624.jpg,1.7658,95,1236,triangle-down,ncdaction.dat,538,2387481624,0.4353,3405,39.0458,-76.6413,United States,
183,3515,GatimuMaina,,followers,/home/usnish/twitter_ypcdn/img/555188265.jpg,0.6144,29,536,triangle-down,ncdaction.dat,472,555188265,0.8806,1656,-1.2921,36.8219,Kenya,Nairobi
184,4229,EducarConsumo,,followers,/home/usnish/twitter_ypcdn/img/61777453.jpg,0.1853,23,955,triangle-up,ncdaction.dat,1241,61777453,1.2995,7205,4.5709,-74.2973,Colombia,
185,38,Dialogue4Health,,followers,/home/usnish/twitter_ypcdn/img/45972358.png,0.385,110,1697,triangle-up,ncdaction.dat,2857,45972358,1.6836,4595,37.8044,-122.2711,United States,Oakland
186,384,Topus007,,followers,/home/usnish/twitter_ypcdn/img/34451019.jpg,0.3754,39,1987,triangle-down,ncdaction.dat,1039,34451019,0.5229,51381,34.0886,-118.3279,United States,Los Angeles
187,2120,Aisha_Shtaiwi,,followers,/home/usnish/twitter_ypcdn/img/457735893.jpg,0.2105,10,1847,triangle-down,ncdaction.dat,475,457735893,0.2572,559,31.9454,35.9284,Jordan,Amman
188,2975,cindo6501,,followers,/home/usnish/twitter_ypcdn/img/145874742.jpg,0.0943,3,1644,triangle-down,ncdaction.dat,318,145874742,0.1934,275,31.9686,-99.9018,United States,
189,319,NBillo,,followers,/home/usnish/twitter_ypcdn/img/353109626.jpg,0.2548,4,247,triangle-down,ncdaction.dat,157,353109626,0.6356,40,62.601,29.7636,Finland,Joensuu
190,4077,EndDiabetesCA,,followers,/home/usnish/twitter_ypcdn/img/822121067439386625.jpg,0.0451,5,2508,triangle-down,ncdaction.dat,1109,822121067439386625,0.4422,400,56.1304,-106.3468,Canada,
193,1818,calebferg,,followers,/home/usnish/twitter_ypcdn/img/152449262.jpg,0.39,142,3656,triangle-down,ncdaction.dat,3641,152449262,0.9959,10771,-33.8688,151.2093,Australia,
194,3212,stillmeapparel,,followers,/home/usnish/twitter_ypcdn/img/741198150237618176.jpg,0.1695,1,921,triangle-down,ncdaction.dat,59,741198150237618176,0.0641,30,9.082,8.6753,Nigeria,
195,2321,MI_Hospital,,followers,/home/usnish/twitter_ypcdn/img/3147396616.jpg,0.3061,9,1924,triangle-down,ncdaction.dat,294,3147396616,0.1528,555,52.0907,5.1214,Netherlands,Utrecht
196,997,LaurenS_Watkins,,followers,/home/usnish/twitter_ypcdn/img/175011927.jpg,0.3793,11,661,triangle-down,ncdaction.dat,290,175011927,0.4387,1160,47.6062,-122.3321,United States,Seattle
197,2207,karinhohman,,followers,/home/usnish/twitter_ypcdn/img/14775452.jpg,0.45799999999999996,6,202,triangle-down,ncdaction.dat,131,14775452,0.6485,157,39.5501,-105.7821,United States,
198,3586,fiobaby2,,followers,/home/usnish/twitter_ypcdn/img/218269593.jpg,0.0988,5,727,triangle-down,ncdaction.dat,506,218269593,0.696,167,-12.0464,-77.0428,Peru,
199,1278,tomhirdUK,,followers,/home/usnish/twitter_ypcdn/img/1327901012.jpg,0.5660000000000001,6,367,triangle-down,ncdaction.dat,106,1327901012,0.2888,298,52.2053,0.1218,United Kingdom,Cambridge
