id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,indegree,outdegree,degree
799,RedCancerPeru,,followers,/home/usnish/twitter_ypcdn/img/1396315640.jpg,0.2751,17,1998,triangle-down,ncdaction.dat,618,1396315640,0.3093,595,50,152,202
3420,ypuganda,,followers,/home/usnish/twitter_ypcdn/img/775653532699660288.jpg,0.2151,2,60,triangle-up,ncdaction.dat,93,775653532699660288,1.55,507,53,34,87
377,AmelieKeller,,followers,/home/usnish/twitter_ypcdn/img/564529771.jpg,0.625,1,38,triangle-down,ncdaction.dat,16,564529771,0.4211,9,5,6,11
3941,uscphs,,followers,/home/usnish/twitter_ypcdn/img/789188450318639105.jpg,0.0606,1,532,triangle-down,ncdaction.dat,165,789188450318639105,0.3102,155,4,31,35
2328,OkanaganCharter,,followers,/home/usnish/twitter_ypcdn/img/2927808392.jpg,0.4225,9,288,triangle-down,ncdaction.dat,213,2927808392,0.7396,380,6,9,15
2441,ahoyhoy11,,followers,/home/usnish/twitter_ypcdn/img/178580098.jpg,0.0658,1,365,triangle-down,ncdaction.dat,152,178580098,0.4164,100,12,37,49
3745,pajankenya,,followers,/home/usnish/twitter_ypcdn/img/222747179.jpg,0.0787,4,4489,triangle-down,ncdaction.dat,508,222747179,0.1132,102,8,49,57
3669,RTRSells,,followers,/home/usnish/twitter_ypcdn/img/42724288.jpg,0.2128,15,1159,triangle-down,ncdaction.dat,705,42724288,0.6083,1679,0,11,11
2181,newfangledmph,,followers,/home/usnish/twitter_ypcdn/img/2988283666.png,0.5664,29,1118,triangle-down,ncdaction.dat,512,2988283666,0.458,811,27,63,90
4112,henryoduor6,,followers,/home/usnish/twitter_ypcdn/img/838341773957214209.jpg,0.0,0,845,triangle-down,ncdaction.dat,127,838341773957214209,0.1503,84,4,22,26
1920,SuRace_JoCi,,followers,/home/usnish/twitter_ypcdn/img/1007592026.jpg,0.0868,4,1270,triangle-down,ncdaction.dat,461,1007592026,0.363,433,16,91,107
2291,ele_dow,,followers,/home/usnish/twitter_ypcdn/img/1319992807.jpg,0.6,27,1207,triangle-down,ncdaction.dat,450,1319992807,0.3728,566,20,44,64
3957,SjogrensSucks,,followers,/home/usnish/twitter_ypcdn/img/852942314267922433.jpg,0.1471,2,681,triangle-down,ncdaction.dat,136,852942314267922433,0.1997,9,1,2,3
1216,ldpilarevolledo,,followers,/home/usnish/twitter_ypcdn/img/75605526.jpg,0.2772,14,1178,triangle-down,ncdaction.dat,505,75605526,0.4287,13918,11,51,62
3206,sophieark,,followers,/home/usnish/twitter_ypcdn/img/2955438558.jpg,0.431,25,3324,triangle-down,ncdaction.dat,580,2955438558,0.1745,1220,1,22,23
1394,acrinaldi67,,followers,/home/usnish/twitter_ypcdn/img/2294447484.jpg,0.3219,16,930,triangle-down,ncdaction.dat,497,2294447484,0.5344,374,26,66,92
2037,FranPRoberts,,followers,/home/usnish/twitter_ypcdn/img/2872169027.jpg,0.6261,37,1201,triangle-down,ncdaction.dat,591,2872169027,0.4921,2601,50,55,105
4172,consumerconnekt,,followers,/home/usnish/twitter_ypcdn/img/720295618598404097.jpg,0.0302,1,2793,triangle-down,ncdaction.dat,331,720295618598404097,0.1185,396,0,10,10
244,rhcollaborative,,followers,/home/usnish/twitter_ypcdn/img/207276680.jpg,0.3636,2,94,triangle-down,ncdaction.dat,55,207276680,0.5851,367,3,5,8
3123,SaraHelena93,,followers,/home/usnish/twitter_ypcdn/img/82135871.jpg,0.4778,14,378,triangle-down,ncdaction.dat,293,82135871,0.7751,6584,60,56,116
2400,EmilyKocsis18,,followers,/home/usnish/twitter_ypcdn/img/2910483381.jpg,0.2439,1,124,triangle-down,ncdaction.dat,41,2910483381,0.3306,33,7,14,21
2026,Gudinaa,,followers,/home/usnish/twitter_ypcdn/img/39456961.jpg,0.0,0,367,triangle-down,ncdaction.dat,131,39456961,0.3569,23,0,9,9
3434,mp_laurence,,followers,/home/usnish/twitter_ypcdn/img/780020714372009985.jpg,0.0,0,60,triangle-down,ncdaction.dat,1,780020714372009985,0.0167,3,0,4,4
1717,DHPETweets,,followers,/home/usnish/twitter_ypcdn/img/437617451.jpg,0.7636,52,957,triangle-down,ncdaction.dat,681,437617451,0.7116,3961,12,25,37
3895,a2abare,,followers,/home/usnish/twitter_ypcdn/img/2926261410.png,0.0,0,354,triangle-down,ncdaction.dat,30,2926261410,0.0847,56,1,28,29
916,IJohnPereira,,followers,/home/usnish/twitter_ypcdn/img/320434896.jpg,0.8902,244,3546,triangle-down,ncdaction.dat,2741,320434896,0.773,16848,122,148,270
1627,LASH_AUB,,followers,/home/usnish/twitter_ypcdn/img/965953952.png,0.3333,2,173,triangle-down,ncdaction.dat,60,965953952,0.3468,181,8,13,21
320,ISOMOVE,,followers,/home/usnish/twitter_ypcdn/img/355971486.jpg,0.0,0,33,triangle-down,ncdaction.dat,22,355971486,0.6667,26,0,2,2
867,raamvi,,followers,/home/usnish/twitter_ypcdn/img/276367039.jpg,0.2374,8,787,triangle-down,ncdaction.dat,337,276367039,0.4282,3,54,76,130
4062,Paula42391351,,followers,/home/usnish/twitter_ypcdn/img/863775560539017216.jpg,0.0,0,181,triangle-down,ncdaction.dat,20,863775560539017216,0.1105,87,1,12,13
3183,sotomayordi,,followers,/home/usnish/twitter_ypcdn/img/4033989994.jpg,0.0,0,802,triangle-down,ncdaction.dat,73,4033989994,0.091,42,22,110,132
106,ariellain140,,followers,/home/usnish/twitter_ypcdn/img/169250717.jpg,0.4859,31,531,triangle-up,ncdaction.dat,638,169250717,1.2015,3379,267,131,398
4053,AlexGlobalNut,,followers,/home/usnish/twitter_ypcdn/img/939015163.jpg,1.3605,40,449,triangle-down,ncdaction.dat,294,939015163,0.6548,1984,25,32,57
1011,EK_Drake,,followers,/home/usnish/twitter_ypcdn/img/976975255.jpg,0.9937,253,1457,triangle-up,ncdaction.dat,2546,976975255,1.7474,13344,26,20,46
360,katellington,,followers,/home/usnish/twitter_ypcdn/img/20737615.jpg,0.9796,489,5441,triangle-down,ncdaction.dat,4992,20737615,0.9175,36074,97,109,206
250,FELSOCEM,,followers,/home/usnish/twitter_ypcdn/img/432111979.png,0.07,12,1210,triangle-up,ncdaction.dat,1715,432111979,1.4174,543,16,38,54
2042,NimerOrtuno,,followers,/home/usnish/twitter_ypcdn/img/1225942813.png,0.3371,3,341,triangle-down,ncdaction.dat,89,1225942813,0.261,160,3,34,37
821,tomateloapecho,,followers,/home/usnish/twitter_ypcdn/img/121445519.jpg,0.1602,67,1420,triangle-up,ncdaction.dat,4182,121445519,2.9451,14932,79,57,136
2547,RebeccaHamel1,,followers,/home/usnish/twitter_ypcdn/img/489662233.png,4.8355,147,1498,triangle-down,ncdaction.dat,304,489662233,0.2029,6960,19,121,140
3627,krispyking,,followers,/home/usnish/twitter_ypcdn/img/44666166.jpg,0.566,27,2297,triangle-down,ncdaction.dat,477,44666166,0.2077,2769,0,1,1
2381,WaseemA33113604,,followers,/home/usnish/twitter_ypcdn/img/3338846758.jpg,0.1271,3,2008,triangle-down,ncdaction.dat,236,3338846758,0.1175,2112,1,19,20
3776,DrJuanFiebre,,followers,/home/usnish/twitter_ypcdn/img/705768946390208512.jpg,1.4894,28,331,triangle-down,ncdaction.dat,188,705768946390208512,0.568,1930,33,53,86
691,amhf_kenya,,followers,/home/usnish/twitter_ypcdn/img/848616330.png,0.1408,20,1340,triangle-up,ncdaction.dat,1420,848616330,1.0597,729,48,56,104
3394,COTECEurope,,followers,/home/usnish/twitter_ypcdn/img/2842490945.png,0.3406,42,109,triangle-up,ncdaction.dat,1233,2842490945,11.3119,2559,15,7,22
348,APlaisant_Comms,,followers,/home/usnish/twitter_ypcdn/img/545433977.jpg,0.1064,1,156,triangle-down,ncdaction.dat,94,545433977,0.6026,246,12,19,31
3947,BizmuthEndicott,,followers,/home/usnish/twitter_ypcdn/img/3399125255.jpg,0.76,19,1253,triangle-down,ncdaction.dat,250,3399125255,0.1995,435,0,13,13
317,MarlaMcKnight,,followers,/home/usnish/twitter_ypcdn/img/526615113.jpg,0.3226,3,162,triangle-down,ncdaction.dat,93,526615113,0.5741,44,19,35,54
898,kenrickkng,,followers,/home/usnish/twitter_ypcdn/img/1555811940.jpg,0.0,0,1918,triangle-down,ncdaction.dat,209,1555811940,0.109,6,0,2,2
333,amitak10,,followers,/home/usnish/twitter_ypcdn/img/378269732.jpg,0.1429,2,132,triangle-up,ncdaction.dat,140,378269732,1.0606,68,6,7,13
751,RoopaDhatt,,followers,/home/usnish/twitter_ypcdn/img/18047319.jpg,0.723,113,1542,triangle-up,ncdaction.dat,1563,18047319,1.0136,7357,250,202,452
2108,linuscmd,,followers,/home/usnish/twitter_ypcdn/img/409753742.jpg,0.7448,47,246,triangle-up,ncdaction.dat,631,409753742,2.565,2459,12,14,26
291,angeldiabloo,,followers,/home/usnish/twitter_ypcdn/img/129577003.jpg,0.0,0,122,triangle-down,ncdaction.dat,17,129577003,0.1393,5,0,3,3
3426,krystalboyea,,followers,/home/usnish/twitter_ypcdn/img/277600708.jpg,0.2308,9,217,triangle-up,ncdaction.dat,390,277600708,1.7972,753,38,22,60
1658,AccredCanIntl,,followers,/home/usnish/twitter_ypcdn/img/306222421.jpg,0.2203,20,717,triangle-up,ncdaction.dat,908,306222421,1.2664,332,4,28,32
3502,RippleZoo,,followers,/home/usnish/twitter_ypcdn/img/734695642795245568.jpg,0.1004,39,2678,triangle-up,ncdaction.dat,3886,734695642795245568,1.4511,864,6,7,13
2787,mutabaziclaude2,,followers,/home/usnish/twitter_ypcdn/img/2322388962.jpg,0.0893,5,367,triangle-up,ncdaction.dat,560,2322388962,1.5259,3516,34,37,71
405,prachib2,,followers,/home/usnish/twitter_ypcdn/img/85572446.jpg,0.2232,5,203,triangle-up,ncdaction.dat,224,85572446,1.1034,285,59,48,107
2590,OrlaGavier,,followers,/home/usnish/twitter_ypcdn/img/3995987026.png,0.0,0,884,triangle-down,ncdaction.dat,56,3995987026,0.0633,4,0,8,8
541,PDelobelle,,followers,/home/usnish/twitter_ypcdn/img/782903742.jpg,0.0,0,153,triangle-up,ncdaction.dat,161,782903742,1.0523,478,27,38,65
3954,CarolCosilei,,followers,/home/usnish/twitter_ypcdn/img/1389178380.jpg,0.1005,10,1406,triangle-down,ncdaction.dat,995,1389178380,0.7077,1363,11,28,39
2044,xxJiang,,followers,/home/usnish/twitter_ypcdn/img/385599394.png,0.5882,2,88,triangle-down,ncdaction.dat,34,385599394,0.3864,9,11,15,26
2190,ISNkidneycare,,followers,/home/usnish/twitter_ypcdn/img/1425158124.jpg,0.2622,68,1291,triangle-up,ncdaction.dat,2593,1425158124,2.0085,2199,25,31,56
3863,IADH_Zaria,,followers,/home/usnish/twitter_ypcdn/img/727796802796306432.jpg,0.1961,1,200,triangle-down,ncdaction.dat,51,727796802796306432,0.255,94,4,27,31
1933,a2medicines,,followers,/home/usnish/twitter_ypcdn/img/2825599172.png,0.0,0,29,triangle-down,ncdaction.dat,4,2825599172,0.1379,2,1,5,6
1867,Indonsa_Develop,,followers,/home/usnish/twitter_ypcdn/img/2612824798.jpg,0.4142,14,920,triangle-down,ncdaction.dat,338,2612824798,0.3674,740,1,12,13
261,Clau_Labate,,followers,/home/usnish/twitter_ypcdn/img/28135140.jpg,0.2564,6,135,triangle-up,ncdaction.dat,234,28135140,1.7333,2153,17,9,26
254,majcollado,,followers,/home/usnish/twitter_ypcdn/img/360599093.jpg,0.26,11,1012,triangle-down,ncdaction.dat,423,360599093,0.418,441,0,9,9
4182,BaryDerrick,,followers,/home/usnish/twitter_ypcdn/img/4470913342.jpg,0.2326,8,1229,triangle-down,ncdaction.dat,344,4470913342,0.2799,559,12,57,69
3608,BasongaEmmy,,followers,/home/usnish/twitter_ypcdn/img/798895146267877376.png,0.0,0,113,triangle-down,ncdaction.dat,11,798895146267877376,0.0973,13,0,2,2
2375,Ara_Janoyan,,followers,/home/usnish/twitter_ypcdn/img/3242653884.jpg,0.4264,11,2287,triangle-down,ncdaction.dat,258,3242653884,0.1128,164,5,84,89
3337,solrojasrajs,,followers,/home/usnish/twitter_ypcdn/img/744942053025423360.jpg,0.3571,1,248,triangle-down,ncdaction.dat,28,744942053025423360,0.1129,39,0,18,18
3839,EyeForPharmaLA,,followers,/home/usnish/twitter_ypcdn/img/832414675564322818.jpg,0.4762,2,116,triangle-down,ncdaction.dat,42,832414675564322818,0.3621,256,0,5,5
2146,SallllElena,,followers,/home/usnish/twitter_ypcdn/img/3009490426.png,0.0,0,13,triangle-down,ncdaction.dat,1,3009490426,0.0769,3,0,2,2
1533,emjessie22,,followers,/home/usnish/twitter_ypcdn/img/1701673248.jpg,0.3922,2,141,triangle-down,ncdaction.dat,51,1701673248,0.3617,79,9,15,24
4111,NCDAccess,,followers,/home/usnish/twitter_ypcdn/img/799720407041540096.jpg,0.031,21,67,triangle-up,ncdaction.dat,6772,799720407041540096,101.0746,294,146,12,158
4022,shafiullah004,,followers,/home/usnish/twitter_ypcdn/img/2828107675.jpg,0.0,0,203,triangle-down,ncdaction.dat,26,2828107675,0.1281,47,0,7,7
4121,simonharrisGL,,followers,/home/usnish/twitter_ypcdn/img/2905760914.jpg,0.1479,26,2424,triangle-down,ncdaction.dat,1758,2905760914,0.7252,2241,8,15,23
3263,SpiritMeter,,followers,/home/usnish/twitter_ypcdn/img/743299985303707648.jpg,0.0,0,194,triangle-down,ncdaction.dat,50,743299985303707648,0.2577,28,0,3,3
2471,SamanthaJack321,,followers,/home/usnish/twitter_ypcdn/img/832776685.png,0.0,0,200,triangle-down,ncdaction.dat,60,832776685,0.3,0,5,22,27
1485,alagboso,,followers,/home/usnish/twitter_ypcdn/img/152133002.jpg,0.4471,52,2213,triangle-down,ncdaction.dat,1163,152133002,0.5255,6580,21,45,66
1446,ihrsagetactive,,followers,/home/usnish/twitter_ypcdn/img/48471787.jpg,0.2979,37,220,triangle-up,ncdaction.dat,1242,48471787,5.6455,1382,4,3,7
3468,cosmas_laura,,followers,/home/usnish/twitter_ypcdn/img/784084565249953798.jpg,0.0,0,186,triangle-down,ncdaction.dat,13,784084565249953798,0.0699,97,1,17,18
1004,GWSPHOnline,,followers,/home/usnish/twitter_ypcdn/img/935395315.jpg,0.2999,92,966,triangle-up,ncdaction.dat,3068,935395315,3.176,3040,50,58,108
2312,Rebecca_L_L,,followers,/home/usnish/twitter_ypcdn/img/550041490.jpg,0.3688,26,1181,triangle-down,ncdaction.dat,705,550041490,0.597,1037,89,102,191
3445,dnblane,,followers,/home/usnish/twitter_ypcdn/img/84436450.jpg,0.3331,48,1890,triangle-down,ncdaction.dat,1441,84436450,0.7624,4348,26,53,79
1765,Simon_Rakgwale,,followers,/home/usnish/twitter_ypcdn/img/2570724758.jpg,0.1408,1,439,triangle-down,ncdaction.dat,71,2570724758,0.1617,15,3,67,70
3999,opeldexter,,followers,/home/usnish/twitter_ypcdn/img/456750932.jpg,0.0949,3,795,triangle-down,ncdaction.dat,316,456750932,0.3975,585,4,31,35
2242,CancerChangedUs,,followers,/home/usnish/twitter_ypcdn/img/2724285211.jpg,0.217,11,901,triangle-down,ncdaction.dat,507,2724285211,0.5627,212,7,18,25
1378,Hampejskova,,followers,/home/usnish/twitter_ypcdn/img/704054757.jpg,0.3321,9,611,triangle-down,ncdaction.dat,271,704054757,0.4435,352,14,50,64
2438,Esto_HueleMal,,followers,/home/usnish/twitter_ypcdn/img/2230265154.png,0.0997,3,442,triangle-down,ncdaction.dat,301,2230265154,0.681,1774,14,15,29
3990,AllanKar4,,followers,/home/usnish/twitter_ypcdn/img/1512447810.jpg,0.0325,6,924,triangle-up,ncdaction.dat,1846,1512447810,1.9978,7833,6,5,11
446,dzdark,,followers,/home/usnish/twitter_ypcdn/img/247311301.jpg,0.0976,2,491,triangle-down,ncdaction.dat,205,247311301,0.4175,588,0,22,22
855,brenkkb,,followers,/home/usnish/twitter_ypcdn/img/97503405.jpg,0.7451,88,1637,triangle-down,ncdaction.dat,1181,97503405,0.7214,22571,71,81,152
2059,EATforum,,followers,/home/usnish/twitter_ypcdn/img/2283812033.jpg,0.2354,188,744,triangle-up,ncdaction.dat,7988,2283812033,10.7366,4278,313,56,369
1162,h_galloway,,followers,/home/usnish/twitter_ypcdn/img/1973096808.jpg,0.24,6,313,triangle-down,ncdaction.dat,250,1973096808,0.7987,111,59,61,120
1255,WChildCancer,,followers,/home/usnish/twitter_ypcdn/img/95627808.jpg,0.1781,154,2281,triangle-up,ncdaction.dat,8646,95627808,3.7904,10133,99,50,149
2884,YouthCancerYCT,,followers,/home/usnish/twitter_ypcdn/img/23081154.png,0.3774,290,4768,triangle-up,ncdaction.dat,7685,23081154,1.6118,6781,37,26,63
3349,impactafya,,followers,/home/usnish/twitter_ypcdn/img/3356487053.jpg,0.2151,4,344,triangle-down,ncdaction.dat,186,3356487053,0.5407,788,4,10,14
2171,ReedBeall,,followers,/home/usnish/twitter_ypcdn/img/67836778.jpg,0.2439,2,147,triangle-down,ncdaction.dat,82,67836778,0.5578,175,7,18,25
2994,LASI_Harvard,,followers,/home/usnish/twitter_ypcdn/img/4354226501.jpg,0.1786,1,274,triangle-down,ncdaction.dat,56,4354226501,0.2044,139,3,17,20
3751,emoryghi,,followers,/home/usnish/twitter_ypcdn/img/950485676.jpg,0.4088,28,544,triangle-up,ncdaction.dat,685,950485676,1.2592,575,49,47,96
1220,katanajames,,followers,/home/usnish/twitter_ypcdn/img/424078571.png,0.0,0,171,triangle-down,ncdaction.dat,55,424078571,0.3216,5,0,4,4
1233,FeliceJacka,,followers,/home/usnish/twitter_ypcdn/img/2199296918.jpg,0.3532,45,416,triangle-up,ncdaction.dat,1274,2199296918,3.0625,1861,45,27,72
3191,afriGalTech,,followers,/home/usnish/twitter_ypcdn/img/2468868493.jpg,0.3537,22,586,triangle-up,ncdaction.dat,622,2468868493,1.0614,643,4,7,11
4252,KANISHPMKRAM,,followers,/home/usnish/twitter_ypcdn/img/887233279979659264.jpg,0.0,0,5003,triangle-down,ncdaction.dat,272,887233279979659264,0.0544,103,0,13,13
3666,LindsayJaacks,,followers,/home/usnish/twitter_ypcdn/img/805889056496291840.jpg,0.2069,3,508,triangle-down,ncdaction.dat,145,805889056496291840,0.2854,49,28,75,103
1964,bshiatsu,,followers,/home/usnish/twitter_ypcdn/img/818727872.jpg,0.5705,17,726,triangle-down,ncdaction.dat,298,818727872,0.4105,1158,0,7,7
3210,PolicyRelevant,,followers,/home/usnish/twitter_ypcdn/img/2720022578.jpg,0.243,25,4015,triangle-down,ncdaction.dat,1029,2720022578,0.2563,871,60,189,249
1416,arnoldjurgutis,,followers,/home/usnish/twitter_ypcdn/img/2333310164.jpg,0.0,0,31,triangle-down,ncdaction.dat,18,2333310164,0.5806,29,0,3,3
1994,ALONIS314,,followers,/home/usnish/twitter_ypcdn/img/2870121390.jpg,0.1515,9,4838,triangle-down,ncdaction.dat,594,2870121390,0.1228,369,1,12,13
533,AORTIC_AFRICA,,followers,/home/usnish/twitter_ypcdn/img/414263937.jpg,0.2424,23,754,triangle-up,ncdaction.dat,949,414263937,1.2586,946,144,92,236
1522,GGHYouth,,followers,/home/usnish/twitter_ypcdn/img/548712760.jpg,0.0758,1,208,triangle-down,ncdaction.dat,132,548712760,0.6346,160,42,64,106
526,lippidoshi,,followers,/home/usnish/twitter_ypcdn/img/404462916.jpg,0.7165,70,1630,triangle-down,ncdaction.dat,977,404462916,0.5994,2513,93,120,213
1806,mayacmat,,followers,/home/usnish/twitter_ypcdn/img/240376888.jpg,0.5723,19,843,triangle-down,ncdaction.dat,332,240376888,0.3938,1931,15,32,47
1322,yu_sal,,followers,/home/usnish/twitter_ypcdn/img/382137530.jpg,0.2826,13,751,triangle-down,ncdaction.dat,460,382137530,0.6125,4257,3,17,20
635,mdmatamoros,,followers,/home/usnish/twitter_ypcdn/img/35401626.jpg,0.5479,107,2536,triangle-down,ncdaction.dat,1953,35401626,0.7701,6693,32,69,101
811,drkoney,,followers,/home/usnish/twitter_ypcdn/img/210357338.jpg,0.08,1,297,triangle-down,ncdaction.dat,125,210357338,0.4209,351,5,9,14
3418,abem_burundi,,followers,/home/usnish/twitter_ypcdn/img/763374767286185984.jpg,0.0,0,132,triangle-down,ncdaction.dat,70,763374767286185984,0.5303,12,11,13,24
3910,bn_melissa,,followers,/home/usnish/twitter_ypcdn/img/102252474.png,0.4027,6,1223,triangle-down,ncdaction.dat,149,102252474,0.1218,382,1,32,33
1156,Advok8Green,,followers,/home/usnish/twitter_ypcdn/img/806527872.jpg,0.8304,24,1300,triangle-down,ncdaction.dat,289,806527872,0.2223,6513,10,34,44
2605,DrGCrisp,,followers,/home/usnish/twitter_ypcdn/img/157568648.jpg,0.618,160,2528,triangle-up,ncdaction.dat,2589,157568648,1.0241,27154,41,57,98
3836,slumchildfound,,followers,/home/usnish/twitter_ypcdn/img/369948788.jpg,0.0714,3,1981,triangle-down,ncdaction.dat,420,369948788,0.212,539,11,18,29
2098,johnswoods2117,,followers,/home/usnish/twitter_ypcdn/img/2934228598.png,0.303,1,959,triangle-down,ncdaction.dat,33,2934228598,0.0344,1,0,1,1
4159,muwanguzidenis,,followers,/home/usnish/twitter_ypcdn/img/217694078.jpg,0.0,0,166,triangle-down,ncdaction.dat,18,217694078,0.1084,25,4,14,18
3042,GHLeaders,,followers,/home/usnish/twitter_ypcdn/img/3981285132.jpg,0.5042,6,328,triangle-down,ncdaction.dat,119,3981285132,0.3628,184,18,49,67
1349,food_active,,followers,/home/usnish/twitter_ypcdn/img/1911063608.jpg,0.1872,28,1049,triangle-up,ncdaction.dat,1496,1911063608,1.4261,3014,84,77,161
1028,felmendes78,,followers,/home/usnish/twitter_ypcdn/img/1732214136.jpg,0.0,0,47,triangle-down,ncdaction.dat,12,1732214136,0.2553,1,2,8,10
3229,dr_mayanksharma,,followers,/home/usnish/twitter_ypcdn/img/2610115766.jpg,1.1508,29,761,triangle-down,ncdaction.dat,252,2610115766,0.3311,2548,16,61,77
2668,lifemovesca,,followers,/home/usnish/twitter_ypcdn/img/42483249.jpg,0.8042,168,2713,triangle-down,ncdaction.dat,2089,42483249,0.77,5511,6,8,14
1214,MM2013USA,,followers,/home/usnish/twitter_ypcdn/img/487164365.png,0.1481,6,940,triangle-down,ncdaction.dat,405,487164365,0.4309,1283,50,120,170
561,UNYouthNZ,,followers,/home/usnish/twitter_ypcdn/img/21037692.jpg,0.3031,86,574,triangle-up,ncdaction.dat,2837,21037692,4.9425,4568,23,11,34
4132,FelandeSabiera,,followers,/home/usnish/twitter_ypcdn/img/869125040306106368.png,0.0,0,246,triangle-down,ncdaction.dat,10,869125040306106368,0.0407,0,0,5,5
3385,Wasch_,,followers,/home/usnish/twitter_ypcdn/img/217196186.jpg,0.0,0,191,triangle-up,ncdaction.dat,238,217196186,1.2461,586,2,9,11
862,Serena_Lal,,followers,/home/usnish/twitter_ypcdn/img/1373733104.jpg,0.4054,27,1756,triangle-down,ncdaction.dat,666,1373733104,0.3793,2682,1,14,15
4154,DanceDok,,followers,/home/usnish/twitter_ypcdn/img/874734119825092608.jpg,0.0,0,138,triangle-down,ncdaction.dat,42,874734119825092608,0.3043,57,10,30,40
3724,Era6strate,,followers,/home/usnish/twitter_ypcdn/img/816384612914106369.jpg,0.2344,3,1167,triangle-down,ncdaction.dat,128,816384612914106369,0.1097,541,1,15,16
1660,moezkat,,followers,/home/usnish/twitter_ypcdn/img/612362452.jpg,0.3629,9,1510,triangle-down,ncdaction.dat,248,612362452,0.1642,210,6,64,70
3861,RikuLehtovuori,,followers,/home/usnish/twitter_ypcdn/img/1650133652.jpg,1.0072,28,509,triangle-down,ncdaction.dat,278,1650133652,0.5462,616,12,28,40
2460,DrJoyThomasDrPH,,followers,/home/usnish/twitter_ypcdn/img/3131438878.jpg,0.0641,1,925,triangle-down,ncdaction.dat,156,3131438878,0.1686,245,0,28,28
1127,torqueGlobal,,followers,/home/usnish/twitter_ypcdn/img/1498156207.png,0.2763,16,439,triangle-up,ncdaction.dat,579,1498156207,1.3189,624,142,110,252
3390,drloca,,followers,/home/usnish/twitter_ypcdn/img/89536428.jpg,0.157,23,1061,triangle-up,ncdaction.dat,1465,89536428,1.3808,7003,10,9,19
3062,kenconetwork,,followers,/home/usnish/twitter_ypcdn/img/4871245612.jpg,0.0308,1,1307,triangle-down,ncdaction.dat,325,4871245612,0.2487,194,40,65,105
3499,MagaliHeijkoop,,followers,/home/usnish/twitter_ypcdn/img/788485229858131970.jpg,0.0,0,95,triangle-down,ncdaction.dat,7,788485229858131970,0.0737,9,4,19,23
992,e_lillie,,followers,/home/usnish/twitter_ypcdn/img/747744253.jpg,0.4054,3,422,triangle-down,ncdaction.dat,74,747744253,0.1754,66,4,20,24
3786,myrthamob,,followers,/home/usnish/twitter_ypcdn/img/58064084.jpg,0.1593,18,4001,triangle-down,ncdaction.dat,1130,58064084,0.2824,7407,2,10,12
3397,IEgesa,,followers,/home/usnish/twitter_ypcdn/img/1726380060.jpg,0.0,0,318,triangle-down,ncdaction.dat,62,1726380060,0.195,10,2,6,8
675,Kris_Natarajan,,followers,/home/usnish/twitter_ypcdn/img/1115556246.jpg,0.367,8,1447,triangle-down,ncdaction.dat,218,1115556246,0.1507,122,21,96,117
1854,IMI_HQ,,followers,/home/usnish/twitter_ypcdn/img/1327546789.jpg,0.1633,4,201,triangle-up,ncdaction.dat,245,1327546789,1.2189,225,1,7,8
2216,Verma544Verma,,followers,/home/usnish/twitter_ypcdn/img/2842499792.jpg,0.0,0,1424,triangle-down,ncdaction.dat,239,2842499792,0.1678,20,1,13,14
2736,kjc2106,,followers,/home/usnish/twitter_ypcdn/img/44664536.jpg,0.2721,8,612,triangle-down,ncdaction.dat,294,44664536,0.4804,444,13,37,50
1475,Mounica_Valluru,,followers,/home/usnish/twitter_ypcdn/img/2327394636.jpg,0.2632,3,175,triangle-down,ncdaction.dat,114,2327394636,0.6514,216,15,37,52
1824,YouDrugStore,,followers,/home/usnish/twitter_ypcdn/img/500153820.png,0.2029,38,5001,triangle-down,ncdaction.dat,1873,500153820,0.3745,4741,4,34,38
3348,albasiirschool,,followers,/home/usnish/twitter_ypcdn/img/2657202740.jpg,0.017,2,2370,triangle-down,ncdaction.dat,1179,2657202740,0.4975,318,1,19,20
1702,m_mutebi,,followers,/home/usnish/twitter_ypcdn/img/2524091379.jpg,0.2086,14,1396,triangle-down,ncdaction.dat,671,2524091379,0.4807,389,45,107,152
133,AfricaNoTobacco,,followers,/home/usnish/twitter_ypcdn/img/366566150.jpg,0.2119,5,151,triangle-up,ncdaction.dat,236,366566150,1.5629,935,37,20,57
1583,GinaTambini,,followers,/home/usnish/twitter_ypcdn/img/832953517.jpg,0.3767,31,1346,triangle-down,ncdaction.dat,823,832953517,0.6114,4299,36,75,111
3509,contwill,,followers,/home/usnish/twitter_ypcdn/img/492370935.jpg,0.0,0,115,triangle-down,ncdaction.dat,71,492370935,0.6174,37,9,21,30
2306,DrSarahEWB,,followers,/home/usnish/twitter_ypcdn/img/2449352779.jpg,0.9424,18,582,triangle-down,ncdaction.dat,191,2449352779,0.3282,2044,5,27,32
2802,gabygarnham,,followers,/home/usnish/twitter_ypcdn/img/164516263.jpg,1.2873,125,3280,triangle-down,ncdaction.dat,971,164516263,0.296,4667,4,39,43
3984,FoodRevMund,,followers,/home/usnish/twitter_ypcdn/img/1255031755.jpg,0.3586,18,908,triangle-down,ncdaction.dat,502,1255031755,0.5529,2270,9,16,25
1054,kewdoc,,followers,/home/usnish/twitter_ypcdn/img/235967838.jpg,0.0,0,857,triangle-up,ncdaction.dat,885,235967838,1.0327,2622,9,14,23
