id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,indegree,outdegree,degree
1881,ComunidadVS,,followers,/home/usnish/twitter_ypcdn/img/2748419838.png,0.387,25,487,triangle-up,ncdaction.dat,646,2748419838,1.3265,2146,19,53,72
1722,jacehol10772902,,followers,/home/usnish/twitter_ypcdn/img/2553177234.png,0.0,0,1039,triangle-down,ncdaction.dat,47,2553177234,0.0452,1,0,0,0
2177,sohel_sadeque,,followers,/home/usnish/twitter_ypcdn/img/2378987484.jpg,0.0,0,1006,triangle-down,ncdaction.dat,71,2378987484,0.0706,59,0,11,11
2205,TapWaterDay,,followers,/home/usnish/twitter_ypcdn/img/3063456992.jpg,0.1079,3,1007,triangle-down,ncdaction.dat,278,3063456992,0.2761,86,0,7,7
1476,Liferaftgroup,,followers,/home/usnish/twitter_ypcdn/img/17217389.jpg,0.4485,47,935,triangle-up,ncdaction.dat,1048,17217389,1.1209,2262,6,13,19
3203,EvelyneAuer,,followers,/home/usnish/twitter_ypcdn/img/3881227589.jpg,0.1724,1,112,triangle-down,ncdaction.dat,58,3881227589,0.5179,189,4,20,24
3521,miles_woodruff,,followers,/home/usnish/twitter_ypcdn/img/771130392.jpg,0.1594,11,4872,triangle-down,ncdaction.dat,690,771130392,0.1416,141,4,36,40
3437,DVGS_eV,,followers,/home/usnish/twitter_ypcdn/img/3341322683.jpg,0.5176,56,3671,triangle-down,ncdaction.dat,1082,3341322683,0.2947,2635,4,53,57
89,7BillionActions,,followers,/home/usnish/twitter_ypcdn/img/293109570.jpg,0.2526,172,848,triangle-up,ncdaction.dat,6810,293109570,8.0307,924,77,17,94
2156,KahnShakil,,followers,/home/usnish/twitter_ypcdn/img/3016696065.jpg,0.0,0,80,triangle-down,ncdaction.dat,5,3016696065,0.0625,0,0,3,3
1823,bangertjoy,,followers,/home/usnish/twitter_ypcdn/img/151587841.jpg,0.1299,1,265,triangle-down,ncdaction.dat,77,151587841,0.2906,0,1,5,6
4170,lisaphillip85,,followers,/home/usnish/twitter_ypcdn/img/21861967.jpg,0.1119,3,919,triangle-down,ncdaction.dat,268,21861967,0.2916,1600,1,10,11
583,MartineChaussar,,followers,/home/usnish/twitter_ypcdn/img/226745618.jpg,0.3333,10,579,triangle-down,ncdaction.dat,300,226745618,0.5181,746,51,92,143
2617,Libbysalz,,followers,/home/usnish/twitter_ypcdn/img/45537565.jpg,0.4938,20,1098,triangle-down,ncdaction.dat,405,45537565,0.3689,3263,16,59,75
1893,GiuliaPerazzini,,followers,/home/usnish/twitter_ypcdn/img/489870416.jpg,0.0,0,63,triangle-down,ncdaction.dat,22,489870416,0.3492,28,0,7,7
1014,No1FitnessApp,,followers,/home/usnish/twitter_ypcdn/img/1730348870.jpg,0.083,55,5312,triangle-up,ncdaction.dat,6629,1730348870,1.2479,3704,8,18,26
4223,muhetoalpha,,followers,/home/usnish/twitter_ypcdn/img/267810143.jpg,0.0,0,1450,triangle-down,ncdaction.dat,341,267810143,0.2352,102,2,6,8
2237,charitiestom,,followers,/home/usnish/twitter_ypcdn/img/3102159154.jpg,0.1,1,453,triangle-down,ncdaction.dat,100,3102159154,0.2208,118,4,31,35
2562,EU_eHealth,,followers,/home/usnish/twitter_ypcdn/img/24145340.jpg,0.5636,1306,8683,triangle-up,ncdaction.dat,23171,24145340,2.6685,11538,316,130,446
95,FACEAIDS,,followers,/home/usnish/twitter_ypcdn/img/20341783.jpg,0.3579,177,2398,triangle-up,ncdaction.dat,4945,20341783,2.0621,2583,107,61,168
132,MsRightz,,followers,/home/usnish/twitter_ypcdn/img/139073151.png,0.5625,27,405,triangle-up,ncdaction.dat,480,139073151,1.1852,1025,68,55,123
2346,WHOuch_,,followers,/home/usnish/twitter_ypcdn/img/3293071751.png,0.2655,3,529,triangle-down,ncdaction.dat,113,3293071751,0.2136,9,9,31,40
1248,krystalhotness,,followers,/home/usnish/twitter_ypcdn/img/2183975967.jpg,0.7143,1,149,triangle-down,ncdaction.dat,14,2183975967,0.094,47,0,5,5
1554,TanaWuliji,,followers,/home/usnish/twitter_ypcdn/img/132456905.jpg,0.5,105,2947,triangle-down,ncdaction.dat,2100,132456905,0.7126,8447,168,198,366
957,dangCak,,followers,/home/usnish/twitter_ypcdn/img/1645594962.jpg,0.0,0,723,triangle-down,ncdaction.dat,109,1645594962,0.1508,85,0,6,6
4056,AkSavitha,,followers,/home/usnish/twitter_ypcdn/img/2149475803.jpg,0.2008,5,475,triangle-down,ncdaction.dat,249,2149475803,0.5242,1869,0,18,18
4279,salahalahwany,,followers,/home/usnish/twitter_ypcdn/img/294633132.jpg,0.2105,2,808,triangle-down,ncdaction.dat,95,294633132,0.1176,211,0,7,7
2708,AlharthiBinAli,,followers,/home/usnish/twitter_ypcdn/img/375724133.jpg,0.625,3,167,triangle-down,ncdaction.dat,48,375724133,0.2874,165,0,10,10
119,Right2Health,,followers,/home/usnish/twitter_ypcdn/img/218492383.png,0.472,70,1455,triangle-up,ncdaction.dat,1483,218492383,1.0192,2279,185,204,389
719,princeoseitutui,,followers,/home/usnish/twitter_ypcdn/img/194665286.jpg,0.7417,58,3002,triangle-down,ncdaction.dat,782,194665286,0.2605,3045,1,50,51
3752,JoyceKilikpo,,followers,/home/usnish/twitter_ypcdn/img/2412707076.jpg,0.1855,11,845,triangle-down,ncdaction.dat,593,2412707076,0.7018,334,5,33,38
2990,TWugalter,,followers,/home/usnish/twitter_ypcdn/img/867137294.jpg,0.1852,4,1278,triangle-down,ncdaction.dat,216,867137294,0.169,293,4,29,33
2934,caidsindia,,followers,/home/usnish/twitter_ypcdn/img/267619389.gif,0.292,8,417,triangle-down,ncdaction.dat,274,267619389,0.6571,799,22,32,54
2885,DrFaltas,,followers,/home/usnish/twitter_ypcdn/img/3064578617.jpg,0.2789,54,5001,triangle-down,ncdaction.dat,1936,3064578617,0.3871,1770,11,47,58
2444,Farmer17Jeff,,followers,/home/usnish/twitter_ypcdn/img/3313581391.jpg,0.0,0,371,triangle-down,ncdaction.dat,60,3313581391,0.1617,10,11,64,75
1521,AucklandLiggins,,followers,/home/usnish/twitter_ypcdn/img/1281703268.jpg,0.1425,6,323,triangle-up,ncdaction.dat,421,1281703268,1.3034,337,7,6,13
689,UnionSEAR,,followers,/home/usnish/twitter_ypcdn/img/1200395960.jpg,0.0,0,109,triangle-down,ncdaction.dat,96,1200395960,0.8807,65,15,19,34
4098,FreeDeezy00,,followers,/home/usnish/twitter_ypcdn/img/868131945808633856.jpg,0.0,0,160,triangle-down,ncdaction.dat,10,868131945808633856,0.0625,7,0,3,3
3763,valetgaray,,followers,/home/usnish/twitter_ypcdn/img/2737557239.png,0.1515,3,2710,triangle-down,ncdaction.dat,198,2737557239,0.0731,57,1,11,12
3640,coulibalybouan1,,followers,/home/usnish/twitter_ypcdn/img/758088690379915264.jpg,0.0,0,198,triangle-down,ncdaction.dat,21,758088690379915264,0.1061,27,0,12,12
935,kdazongo,,followers,/home/usnish/twitter_ypcdn/img/35734995.jpg,0.0763,1,613,triangle-down,ncdaction.dat,131,35734995,0.2137,35,8,34,42
2054,OpenRBF,,followers,/home/usnish/twitter_ypcdn/img/2285544954.png,0.0741,1,616,triangle-down,ncdaction.dat,135,2285544954,0.2192,33,4,60,64
3342,fmakinwumi,,followers,/home/usnish/twitter_ypcdn/img/420268236.jpg,0.0292,2,2236,triangle-down,ncdaction.dat,684,420268236,0.3059,314,8,36,44
1924,GlobalHealthTom,,followers,/home/usnish/twitter_ypcdn/img/756340561.jpg,0.3499,83,3177,triangle-down,ncdaction.dat,2372,756340561,0.7466,2355,151,142,293
3690,gkyp,,followers,/home/usnish/twitter_ypcdn/img/42702191.jpg,0.2395,4,110,triangle-up,ncdaction.dat,167,42702191,1.5182,1241,0,0,0
2439,0691Zaya,,followers,/home/usnish/twitter_ypcdn/img/3127691955.jpg,0.4167,1,271,triangle-down,ncdaction.dat,24,3127691955,0.0886,19,0,5,5
979,tdbrothers,,followers,/home/usnish/twitter_ypcdn/img/926702150.jpg,0.4118,28,2599,triangle-down,ncdaction.dat,680,926702150,0.2616,1378,23,98,121
882,ParaFoto,,followers,/home/usnish/twitter_ypcdn/img/19374433.jpg,0.3202,13,1016,triangle-down,ncdaction.dat,406,19374433,0.3996,1818,22,55,77
1744,GRAG_org,,followers,/home/usnish/twitter_ypcdn/img/2494264477.png,0.1709,4,374,triangle-down,ncdaction.dat,234,2494264477,0.6257,417,8,30,38
3430,TheACPA,,followers,/home/usnish/twitter_ypcdn/img/539463915.jpg,0.412,33,940,triangle-down,ncdaction.dat,801,539463915,0.8521,1691,11,23,34
3372,hcsmBDI,,followers,/home/usnish/twitter_ypcdn/img/773122445930795008.jpg,0.625,3,109,triangle-down,ncdaction.dat,48,773122445930795008,0.4404,40,1,2,3
3479,pfamrx,,followers,/home/usnish/twitter_ypcdn/img/777589320576217088.jpg,0.0,0,151,triangle-down,ncdaction.dat,88,777589320576217088,0.5828,126,17,24,41
3124,DrNigelCarter,,followers,/home/usnish/twitter_ypcdn/img/100788340.jpg,0.4047,31,1081,triangle-down,ncdaction.dat,766,100788340,0.7086,1221,16,48,64
414,Kbonnix,,followers,/home/usnish/twitter_ypcdn/img/93274016.png,1.0,1,75,triangle-down,ncdaction.dat,10,93274016,0.1333,22,1,9,10
2508,humanitasglobal,,followers,/home/usnish/twitter_ypcdn/img/39845908.jpg,0.8472,117,864,triangle-up,ncdaction.dat,1381,39845908,1.5984,2982,26,23,49
205,SolidAfrica,,followers,/home/usnish/twitter_ypcdn/img/266459681.jpg,0.0657,19,1146,triangle-up,ncdaction.dat,2893,266459681,2.5244,2488,36,34,70
4288,ItsEllieWatson,,followers,/home/usnish/twitter_ypcdn/img/719814433359466496.jpg,0.0,0,36,triangle-down,ncdaction.dat,3,719814433359466496,0.0833,2,0,13,13
63,prohearthealth,,followers,/home/usnish/twitter_ypcdn/img/172359981.png,0.8,32,548,triangle-down,ncdaction.dat,400,172359981,0.7299,304,56,44,100
2442,GHGateway,,followers,/home/usnish/twitter_ypcdn/img/129641454.png,0.3531,34,759,triangle-up,ncdaction.dat,963,129641454,1.2688,1219,220,212,432
1471,UKHFModelling,,followers,/home/usnish/twitter_ypcdn/img/2327272902.png,0.0,0,93,triangle-down,ncdaction.dat,37,2327272902,0.3978,4,17,30,47
1671,tiddos,,followers,/home/usnish/twitter_ypcdn/img/37017414.jpg,0.1064,4,1432,triangle-down,ncdaction.dat,376,37017414,0.2626,1985,0,11,11
3534,PHFilmSociety,,followers,/home/usnish/twitter_ypcdn/img/1331840257.png,0.1984,32,4999,triangle-down,ncdaction.dat,1613,1331840257,0.3227,406,67,133,200
3182,HenryEChang,,followers,/home/usnish/twitter_ypcdn/img/57406450.jpg,0.1217,89,5866,triangle-up,ncdaction.dat,7312,57406450,1.2465,9609,52,152,204
2185,ImagineSAorg,,followers,/home/usnish/twitter_ypcdn/img/3024693023.png,0.7155,82,1465,triangle-down,ncdaction.dat,1146,3024693023,0.7823,2211,8,29,37
3563,forbes_ellen,,followers,/home/usnish/twitter_ypcdn/img/1261484492.jpg,0.0,0,188,triangle-down,ncdaction.dat,19,1261484492,0.1011,64,2,17,19
3784,GBinsolidarity,,followers,/home/usnish/twitter_ypcdn/img/800769106081288193.jpg,0.3597,5,648,triangle-down,ncdaction.dat,139,800769106081288193,0.2145,504,3,15,18
391,globalhealthrev,,followers,/home/usnish/twitter_ypcdn/img/18620659.png,0.2119,135,5856,triangle-up,ncdaction.dat,6371,18620659,1.0879,1074,600,448,1048
2602,CPONDPacific1,,followers,/home/usnish/twitter_ypcdn/img/3974597473.jpg,0.7339,8,215,triangle-down,ncdaction.dat,109,3974597473,0.507,503,32,57,89
1592,PettersenKenny,,followers,/home/usnish/twitter_ypcdn/img/2180807263.jpg,0.3828,8,447,triangle-down,ncdaction.dat,209,2180807263,0.4676,331,18,59,77
3489,cackenya,,followers,/home/usnish/twitter_ypcdn/img/1282565713.jpg,0.1299,7,1318,triangle-down,ncdaction.dat,539,1282565713,0.409,504,35,33,68
4038,MirajulSamrat,,followers,/home/usnish/twitter_ypcdn/img/858893767129956352.jpg,0.1149,1,459,triangle-down,ncdaction.dat,87,858893767129956352,0.1895,24,8,42,50
2172,EleClvrha,,followers,/home/usnish/twitter_ypcdn/img/3017710303.jpg,0.0,0,52,triangle-down,ncdaction.dat,7,3017710303,0.1346,1,1,14,15
3020,RG_Team_Tokyo,,followers,/home/usnish/twitter_ypcdn/img/1606694744.jpg,3.1464,359,4731,triangle-down,ncdaction.dat,1141,1606694744,0.2412,80288,1,3,4
4188,rev_emdiabetes,,followers,/home/usnish/twitter_ypcdn/img/863232899449073664.jpg,0.0,0,220,triangle-down,ncdaction.dat,45,863232899449073664,0.2045,73,4,13,17
627,am_in_dc,,followers,/home/usnish/twitter_ypcdn/img/33847305.jpg,0.274,2,331,triangle-down,ncdaction.dat,73,33847305,0.2205,67,3,31,34
4251,waapaalliance,,followers,/home/usnish/twitter_ypcdn/img/870532578201268225.png,0.0,0,100,triangle-down,ncdaction.dat,14,870532578201268225,0.14,2,6,24,30
2902,weidpasdi,,followers,/home/usnish/twitter_ypcdn/img/3181042002.png,1.1628,5,463,triangle-down,ncdaction.dat,43,3181042002,0.0929,2652,1,3,4
667,GlobalHealthEdi,,followers,/home/usnish/twitter_ypcdn/img/84545800.jpg,0.4926,93,1043,triangle-up,ncdaction.dat,1888,84545800,1.8102,3589,155,140,295
2680,davidawatkins,,followers,/home/usnish/twitter_ypcdn/img/255883544.jpg,0.2222,1,26,triangle-up,ncdaction.dat,45,255883544,1.7308,14,8,8,16
454,NPRGoatsandSoda,,followers,/home/usnish/twitter_ypcdn/img/707512656.jpg,0.3145,1081,2409,triangle-up,ncdaction.dat,34377,707512656,14.2702,14095,697,105,802
3657,shahed943,,followers,/home/usnish/twitter_ypcdn/img/800550922262691842.png,0.0,0,177,triangle-down,ncdaction.dat,6,800550922262691842,0.0339,6,0,1,1
1283,Upstreaming,,followers,/home/usnish/twitter_ypcdn/img/69772223.jpg,0.3556,34,1527,triangle-down,ncdaction.dat,956,69772223,0.6261,4012,54,76,130
1383,WorldHealthSmt,,followers,/home/usnish/twitter_ypcdn/img/46646735.png,0.3266,155,1295,triangle-up,ncdaction.dat,4746,46646735,3.6649,4719,395,121,516
2196,Mrs_AndreaLyss,,followers,/home/usnish/twitter_ypcdn/img/115220580.jpg,0.623,19,677,triangle-down,ncdaction.dat,305,115220580,0.4505,2057,0,1,1
2533,ianguinan,,followers,/home/usnish/twitter_ypcdn/img/384967167.jpg,0.3196,7,357,triangle-down,ncdaction.dat,219,384967167,0.6134,246,1,7,8
608,NathanWPCantley,,followers,/home/usnish/twitter_ypcdn/img/553272799.jpg,0.2941,35,2149,triangle-down,ncdaction.dat,1190,553272799,0.5537,8398,68,111,179
3204,tomipetu,,followers,/home/usnish/twitter_ypcdn/img/262315387.jpg,0.3644,9,397,triangle-down,ncdaction.dat,247,262315387,0.6222,865,8,19,27
3059,healthnfitnews,,followers,/home/usnish/twitter_ypcdn/img/726567428487008256.jpg,1.3367,827,6853,triangle-down,ncdaction.dat,6187,726567428487008256,0.9028,25350,5,13,18
550,Davidxvx,,followers,/home/usnish/twitter_ypcdn/img/78533960.jpg,0.5375,182,1101,triangle-up,ncdaction.dat,3386,78533960,3.0754,27053,22,10,32
987,london2ghanaph,,followers,/home/usnish/twitter_ypcdn/img/1465742288.jpg,0.407,7,577,triangle-down,ncdaction.dat,172,1465742288,0.2981,835,3,9,12
364,RaphHurley,,followers,/home/usnish/twitter_ypcdn/img/561170648.png,0.0,0,251,triangle-down,ncdaction.dat,25,561170648,0.0996,0,1,14,15
1746,LindsLiVolsi,,followers,/home/usnish/twitter_ypcdn/img/1055760308.jpg,0.6475,9,421,triangle-down,ncdaction.dat,139,1055760308,0.3302,177,4,9,13
1923,LynMacarayan,,followers,/home/usnish/twitter_ypcdn/img/703206608.jpg,0.5763,37,2170,triangle-down,ncdaction.dat,642,703206608,0.2959,998,60,145,205
2639,veronicaschoj,,followers,/home/usnish/twitter_ypcdn/img/253570400.jpg,0.1233,9,642,triangle-up,ncdaction.dat,730,253570400,1.1371,1847,49,48,97
3709,ThokoPooley,,followers,/home/usnish/twitter_ypcdn/img/584717222.jpg,0.3232,16,742,triangle-down,ncdaction.dat,495,584717222,0.6671,920,24,32,56
3747,chantal_mercure,,followers,/home/usnish/twitter_ypcdn/img/821976553898786816.png,0.0,0,102,triangle-down,ncdaction.dat,18,821976553898786816,0.1765,2,3,16,19
2779,LoveRel54,,followers,/home/usnish/twitter_ypcdn/img/4736184082.png,0.0,0,60,triangle-down,ncdaction.dat,5,4736184082,0.0833,0,0,9,9
3905,MigaboBlaise,,followers,/home/usnish/twitter_ypcdn/img/3382669299.jpg,0.0,0,127,triangle-down,ncdaction.dat,35,3382669299,0.2756,107,8,13,21
3524,HospiceAfricaUg,,followers,/home/usnish/twitter_ypcdn/img/388168394.png,0.2392,35,2022,triangle-down,ncdaction.dat,1463,388168394,0.7235,2149,63,77,140
3130,CanObesityNet,,followers,/home/usnish/twitter_ypcdn/img/71536696.jpg,0.2453,138,446,triangle-up,ncdaction.dat,5625,71536696,12.6121,1592,140,17,157
2511,JoshNgKamstra,,followers,/home/usnish/twitter_ypcdn/img/413341728.jpg,0.381,36,1189,triangle-down,ncdaction.dat,945,413341728,0.7948,1235,69,99,168
2209,mmandalia00,,followers,/home/usnish/twitter_ypcdn/img/2659146158.jpg,0.0,0,225,triangle-down,ncdaction.dat,13,2659146158,0.0578,0,1,26,27
2348,spc_cps,,followers,/home/usnish/twitter_ypcdn/img/343148096.jpg,0.229,201,1993,triangle-up,ncdaction.dat,8779,343148096,4.4049,5488,54,27,81
3404,AMSI_Ireland,,followers,/home/usnish/twitter_ypcdn/img/2858830775.jpg,0.1535,7,1375,triangle-down,ncdaction.dat,456,2858830775,0.3316,267,6,23,29
1572,MikkelsenBente_,,followers,/home/usnish/twitter_ypcdn/img/245054048.jpg,0.3511,25,296,triangle-up,ncdaction.dat,712,245054048,2.4054,754,250,63,313
1309,TeamMyLife,,followers,/home/usnish/twitter_ypcdn/img/1969496419.jpg,0.1435,3,500,triangle-down,ncdaction.dat,209,1969496419,0.418,191,3,18,21
1562,residencebm,,followers,/home/usnish/twitter_ypcdn/img/1269359406.jpg,0.2564,1,291,triangle-down,ncdaction.dat,39,1269359406,0.134,44,2,17,19
375,1Voice4Children,,followers,/home/usnish/twitter_ypcdn/img/396159453.png,0.2151,75,2527,triangle-up,ncdaction.dat,3487,396159453,1.3799,139579,3,3,6
310,JessicaTaaffe,,followers,/home/usnish/twitter_ypcdn/img/382391949.jpg,0.83,164,860,triangle-up,ncdaction.dat,1976,382391949,2.2977,25592,92,56,148
2881,lymehater,,followers,/home/usnish/twitter_ypcdn/img/153793909.png,0.2491,21,5000,triangle-down,ncdaction.dat,843,153793909,0.1686,2141,1,32,33
2202,HPCPhilly,,followers,/home/usnish/twitter_ypcdn/img/633840753.jpg,0.3831,20,672,triangle-down,ncdaction.dat,522,633840753,0.7768,1417,6,25,31
3882,JasmineGLyons,,followers,/home/usnish/twitter_ypcdn/img/257402971.jpg,1.0582,20,864,triangle-down,ncdaction.dat,189,257402971,0.2188,6182,10,45,55
4031,MonicaSSierra,,followers,/home/usnish/twitter_ypcdn/img/300266867.jpg,0.0,0,176,triangle-down,ncdaction.dat,48,300266867,0.2727,131,4,21,25
2497,ulickburke,,followers,/home/usnish/twitter_ypcdn/img/214769930.jpg,0.6198,37,910,triangle-down,ncdaction.dat,597,214769930,0.656,4141,30,38,68
2500,lizzierajasingh,,followers,/home/usnish/twitter_ypcdn/img/2562009918.jpg,0.3333,4,245,triangle-down,ncdaction.dat,120,2562009918,0.4898,522,33,29,62
3570,lelund,,followers,/home/usnish/twitter_ypcdn/img/46154430.jpg,0.2559,14,1298,triangle-down,ncdaction.dat,547,46154430,0.4214,1000,0,7,7
3465,rmortondoherty,,followers,/home/usnish/twitter_ypcdn/img/782649094124601344.jpg,0.0,0,168,triangle-down,ncdaction.dat,58,782649094124601344,0.3452,125,31,61,92
4,leefschroeder,,followers,/home/usnish/twitter_ypcdn/img/270169421.jpg,0.4,3,123,triangle-down,ncdaction.dat,75,270169421,0.6098,83,2,13,15
2398,epigiri,,followers,/home/usnish/twitter_ypcdn/img/43742509.jpg,0.1823,176,921,triangle-up,ncdaction.dat,9657,43742509,10.4853,26632,94,45,139
2122,GriloLoko51,,followers,/home/usnish/twitter_ypcdn/img/2973328666.png,0.0,0,90,triangle-down,ncdaction.dat,5,2973328666,0.0556,16,0,8,8
3922,minuzzo11,,followers,/home/usnish/twitter_ypcdn/img/777109776698339328.jpg,0.0,0,404,triangle-down,ncdaction.dat,32,777109776698339328,0.0792,452,2,38,40
2423,tobaccontrol,,followers,/home/usnish/twitter_ypcdn/img/3141023884.jpg,0.0163,1,1861,triangle-down,ncdaction.dat,613,3141023884,0.3294,137,10,21,31
495,J2JfloridaUSA,,followers,/home/usnish/twitter_ypcdn/img/296635490.jpg,0.2395,4,1595,triangle-down,ncdaction.dat,167,296635490,0.1047,1240,0,18,18
3251,Academy_Food,,followers,/home/usnish/twitter_ypcdn/img/3053993578.jpg,0.4412,15,589,triangle-down,ncdaction.dat,340,3053993578,0.5772,1033,20,24,44
4283,ssovekiam,,followers,/home/usnish/twitter_ypcdn/img/2234399360.jpg,0.2424,4,437,triangle-down,ncdaction.dat,165,2234399360,0.3776,34,15,61,76
217,ladypartsmanual,,followers,/home/usnish/twitter_ypcdn/img/276080952.jpg,0.1266,2,625,triangle-down,ncdaction.dat,158,276080952,0.2528,229,0,13,13
3071,tweetruth,,followers,/home/usnish/twitter_ypcdn/img/303199514.jpg,0.0,0,250,triangle-up,ncdaction.dat,339,303199514,1.356,346,10,16,26
4221,pedrosamoreira,,followers,/home/usnish/twitter_ypcdn/img/52051765.jpg,0.4343,37,2931,triangle-down,ncdaction.dat,852,52051765,0.2907,244,4,41,45
175,TheSocialDeckPR,,followers,/home/usnish/twitter_ypcdn/img/373755348.png,0.6968,91,2050,triangle-down,ncdaction.dat,1306,373755348,0.6371,2372,6,10,16
776,sanj196699,,followers,/home/usnish/twitter_ypcdn/img/1328646409.jpg,0.2787,16,4347,triangle-down,ncdaction.dat,574,1328646409,0.132,882,12,126,138
153,juliafanli,,followers,/home/usnish/twitter_ypcdn/img/91402697.jpg,0.76,63,973,triangle-down,ncdaction.dat,829,91402697,0.852,2028,28,30,58
1829,DrAmandaRossi,,followers,/home/usnish/twitter_ypcdn/img/288278210.jpg,0.2667,4,333,triangle-down,ncdaction.dat,150,288278210,0.4505,168,6,16,22
1411,chrisdzialo,,followers,/home/usnish/twitter_ypcdn/img/16702210.jpg,0.6222,14,237,triangle-down,ncdaction.dat,225,16702210,0.9494,227,2,5,7
2056,mhameeda90,,followers,/home/usnish/twitter_ypcdn/img/2906037098.png,0.0,0,53,triangle-down,ncdaction.dat,2,2906037098,0.0377,1,0,4,4
271,_GlobalAdvocacy,,followers,/home/usnish/twitter_ypcdn/img/466539215.jpg,0.5469,7,158,triangle-down,ncdaction.dat,128,466539215,0.8101,144,29,36,65
432,femama_,,followers,/home/usnish/twitter_ypcdn/img/349051275.png,0.1253,10,758,triangle-up,ncdaction.dat,798,349051275,1.0528,2931,13,7,20
3844,anna_diplock,,followers,/home/usnish/twitter_ypcdn/img/786289469083250689.jpg,0.339,2,685,triangle-down,ncdaction.dat,59,786289469083250689,0.0861,37,1,11,12
1356,UHADeakin,,followers,/home/usnish/twitter_ypcdn/img/1656747871.jpg,0.0917,1,161,triangle-down,ncdaction.dat,109,1656747871,0.677,141,13,15,28
2338,WE_fundraising,,followers,/home/usnish/twitter_ypcdn/img/2916165921.jpg,0.1971,47,3483,triangle-down,ncdaction.dat,2385,2916165921,0.6848,1949,7,27,34
2395,ProjectREPOPA,,followers,/home/usnish/twitter_ypcdn/img/3313552396.png,0.3158,3,182,triangle-down,ncdaction.dat,95,3313552396,0.522,192,6,15,21
1584,kratarek,,followers,/home/usnish/twitter_ypcdn/img/2467449261.jpg,0.0,0,707,triangle-down,ncdaction.dat,107,2467449261,0.1513,484,2,16,18
1493,antonioBarbaga1,,followers,/home/usnish/twitter_ypcdn/img/511964919.jpg,0.0427,2,1587,triangle-down,ncdaction.dat,468,511964919,0.2949,990,2,2,4
4001,APidson,,followers,/home/usnish/twitter_ypcdn/img/923239951.jpg,0.0325,1,586,triangle-down,ncdaction.dat,308,923239951,0.5256,240,20,43,63
278,giasison,,followers,/home/usnish/twitter_ypcdn/img/65594160.jpg,0.2444,836,5001,triangle-up,ncdaction.dat,34213,65594160,6.8412,109934,143,101,244
1832,JCartreight,,followers,/home/usnish/twitter_ypcdn/img/2685463483.jpg,0.2174,1,402,triangle-down,ncdaction.dat,46,2685463483,0.1144,446,1,30,31
966,shiferawBerkine,,followers,/home/usnish/twitter_ypcdn/img/447848476.jpg,0.2439,4,2001,triangle-down,ncdaction.dat,164,447848476,0.082,126,0,36,36
1396,MaudCChouinard,,followers,/home/usnish/twitter_ypcdn/img/633530014.jpg,0.125,3,465,triangle-down,ncdaction.dat,240,633530014,0.5161,171,2,5,7
3344,SDSNYouth,,followers,/home/usnish/twitter_ypcdn/img/554088398.jpg,0.1647,209,2870,triangle-up,ncdaction.dat,12689,554088398,4.4213,5968,83,26,109
654,GTGlobalHealth,,followers,/home/usnish/twitter_ypcdn/img/318028613.png,0.3579,72,995,triangle-up,ncdaction.dat,2012,318028613,2.0221,1366,234,101,335
2534,FeziMabona,,followers,/home/usnish/twitter_ypcdn/img/1305623185.png,0.0,0,67,triangle-down,ncdaction.dat,12,1305623185,0.1791,7,0,7,7
3491,LauraLiswood,,followers,/home/usnish/twitter_ypcdn/img/183660041.jpg,0.1477,80,4560,triangle-up,ncdaction.dat,5416,183660041,1.1877,201,12,71,83
2957,norsies02,,followers,/home/usnish/twitter_ypcdn/img/2380426603.png,0.0,0,11,triangle-down,ncdaction.dat,0,2380426603,0.0,6,0,3,3
2142,dizgotham,,followers,/home/usnish/twitter_ypcdn/img/281047465.jpg,0.1737,9,624,triangle-down,ncdaction.dat,518,281047465,0.8301,2207,89,87,176
3017,zannahsage,,followers,/home/usnish/twitter_ypcdn/img/910968458.jpg,0.1613,1,266,triangle-down,ncdaction.dat,62,910968458,0.2331,143,4,22,26
3101,fgbed2,,followers,/home/usnish/twitter_ypcdn/img/708600323754082304.jpg,0.0,0,4863,triangle-down,ncdaction.dat,3224,708600323754082304,0.663,7681,0,2,2
2726,KatKCampos,,followers,/home/usnish/twitter_ypcdn/img/1575673412.jpg,0.1655,12,1999,triangle-down,ncdaction.dat,725,1575673412,0.3627,458,1,30,31
66,ClareFarrand,,followers,/home/usnish/twitter_ypcdn/img/187864177.jpg,0.5328,39,876,triangle-down,ncdaction.dat,732,187864177,0.8356,1686,123,137,260
594,CommunityTTS,,followers,/home/usnish/twitter_ypcdn/img/548485358.jpg,0.1779,5,766,triangle-down,ncdaction.dat,281,548485358,0.3668,655,2,25,27
43,TheSmokeScreen,,followers,/home/usnish/twitter_ypcdn/img/309740367.jpg,0.1449,31,2000,triangle-up,ncdaction.dat,2140,309740367,1.07,997,48,40,88
1080,MehediHasanFuad,,followers,/home/usnish/twitter_ypcdn/img/1906673527.jpg,0.1667,1,120,triangle-down,ncdaction.dat,60,1906673527,0.5,51,6,20,26
3793,josealberto_gc,,followers,/home/usnish/twitter_ypcdn/img/1407736092.jpg,0.5405,14,1636,triangle-down,ncdaction.dat,259,1407736092,0.1583,2527,1,17,18
493,gflaorg,,followers,/home/usnish/twitter_ypcdn/img/585117933.jpg,0.1897,31,3855,triangle-down,ncdaction.dat,1634,585117933,0.4239,1057,118,228,346
